relation1	relation2	percentage of overlapping predicted edges
GNBR::in_tax::Gene:Tax	Hetionet::PCiC::Pharmacologic Class:Compound	0.033562460071748006
DGIDB::BLOCKER::Gene:Compound	Hetionet::GpBP::Gene:Biological Process	0.03356093854545868
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::E+::Compound:Gene	0.03355435156518748
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::Te::Gene:Disease	0.03355177158582732
GNBR::E+::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.03353973168214655
GNBR::A+::Compound:Gene	GNBR::Z::Compound:Gene	0.033500171998624026
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::AdG::Anatomy:Gene	0.033497960587743875
bioarx::DrugHumGen:Compound:Gene	GNBR::Z::Compound:Gene	0.03349157206742346
GNBR::in_tax::Gene:Tax	Hetionet::DdG::Disease:Gene	0.033487272101823194
DGIDB::BINDER::Gene:Compound	Hetionet::GpBP::Gene:Biological Process	0.03348594903548464
Hetionet::DlA::Disease:Anatomy	Hetionet::DrD::Disease:Disease	0.033479040739102676
GNBR::in_tax::Gene:Tax	STRING::PTMOD::Gene:Gene	0.03346442085606172
GNBR::E+::Compound:Gene	Hetionet::DpS::Disease:Symptom	0.03341662980981866
DGIDB::ANTAGONIST::Gene:Compound	Hetionet::GpBP::Gene:Biological Process	0.03339790842112823
DGIDB::MODULATOR::Gene:Compound	STRING::ACTIVATION::Gene:Gene	0.03339340999557717
bioarx::HumGenHumGen:Gene:Gene	GNBR::Y::Gene:Disease	0.03337891296869627
Hetionet::AdG::Anatomy:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.03336601307189543
GNBR::I::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.033337141874293576
Hetionet::AeG::Anatomy:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.033335053319573454
bioarx::HumGenHumGen:Gene:Gene	Hetionet::GpCC::Gene:Cellular Component	0.03333505331957345
GNBR::L::Gene:Disease	Hetionet::AdG::Anatomy:Gene	0.033324733402132795
Hetionet::GpMF::Gene:Molecular Function	STRING::REACTION::Gene:Gene	0.03331183350533196
DRUGBANK::treats::Compound:Disease	GNBR::Mp::Compound:Disease	0.03324151252943823
GNBR::Te::Gene:Disease	STRING::BINDING::Gene:Gene	0.0332410211047982
GNBR::E+::Compound:Gene	Hetionet::CtD::Compound:Disease	0.03323873409012729
INTACT::DIRECT INTERACTION::Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.03320969278399619
GNBR::X::Gene:Disease	INTACT::DIRECT INTERACTION::Gene:Gene	0.03320347437220503
DGIDB::BINDER::Gene:Compound	Hetionet::DaG::Disease:Gene	0.03319696299572461
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::DdG::Disease:Gene	0.0331905744754042
DRUGBANK::carrier::Compound:Gene	GNBR::K::Compound:Gene	0.03318713450292399
DGIDB::INHIBITOR::Gene:Compound	GNBR::B::Gene:Gene	0.03314708339476141
GNBR::I::Gene:Gene	Hetionet::DlA::Disease:Anatomy	0.033098923780038335
Hetionet::DlA::Disease:Anatomy	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.033096835225318214
Hetionet::DaG::Disease:Gene	Hetionet::AdG::Anatomy:Gene	0.0330951152390781
DGIDB::ACTIVATOR::Gene:Compound	INTACT::DIRECT INTERACTION::Compound:Gene	0.033093102288148726
DGIDB::ACTIVATOR::Gene:Compound	STRING::CATALYSIS::Gene:Gene	0.03307676241886768
GNBR::C::Compound:Disease	GNBR::in_tax::Gene:Tax	0.033032335741314076
GNBR::C::Compound:Disease	GNBR::Pr::Compound:Disease	0.03302975576195391
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::CdG::Compound:Gene	0.033017914318223915
bioarx::VirGenHumGen:Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.03299277605779154
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::Te::Gene:Disease	0.0329905646469114
GNBR::W::Gene:Gene	STRING::PTMOD::Gene:Gene	0.03298417612659099
GNBR::X::Gene:Disease	INTACT::COLOCALIZATION::Gene:Gene	0.03295923632610939
Hetionet::AeG::Anatomy:Gene	STRING::ACTIVATION::Gene:Gene	0.03292741658066736
DGIDB::ANTIBODY::Gene:Compound	Hetionet::GpCC::Gene:Cellular Component	0.03291107671138631
GNBR::U::Gene:Disease	GNBR::in_tax::Gene:Tax	0.03290849673202614
Hetionet::GpPW::Gene:Pathway	INTACT::COLOCALIZATION::Gene:Gene	0.03288564548626467
INTACT::COLOCALIZATION::Gene:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.03286500565138337
GNBR::K::Compound:Gene	Hetionet::CuG::Compound:Gene	0.03281303749570004
Hetionet::AdG::Anatomy:Gene	STRING::INHIBITION::Gene:Gene	0.0328061575507396
GNBR::G::Gene:Disease	INTACT::COLOCALIZATION::Gene:Gene	0.032789817681458555
GNBR::J::Gene:Disease	STRING::PTMOD::Gene:Gene	0.03277949776401789
GNBR::I::Gene:Gene	Hetionet::GpCC::Gene:Cellular Component	0.032777163496977735
Hetionet::CtD::Compound:Disease	INTACT::CLEAVAGE REACTION::Gene:Gene	0.03276487788097696
GNBR::L::Gene:Disease	Hetionet::AuG::Anatomy:Gene	0.032750257997936016
DGIDB::INHIBITOR::Gene:Compound	GNBR::Rg::Gene:Gene	0.03274804658705587
Hetionet::AeG::Anatomy:Gene	STRING::BINDING::Gene:Gene	0.03273993808049536
DGIDB::BLOCKER::Gene:Compound	GNBR::C::Compound:Disease	0.03272089537569414
DGIDB::BINDER::Gene:Compound	GNBR::in_tax::Gene:Tax	0.03270811833505333
DGIDB::OTHER::Gene:Compound	GNBR::C::Compound:Disease	0.03265430733696988
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::D::Gene:Disease	0.03263538748832867
GNBR::X::Gene:Disease	Hetionet::GpCC::Gene:Cellular Component	0.03262899896800826
DGIDB::ACTIVATOR::Gene:Compound	Hetionet::DlA::Disease:Anatomy	0.032625067570888
DGIDB::OTHER::Gene:Compound	Hetionet::GpBP::Gene:Biological Process	0.03261101471627788
GNBR::Te::Gene:Disease	Hetionet::CtD::Compound:Disease	0.03260835913312694
Hetionet::CuG::Compound:Gene	Hetionet::DuG::Disease:Gene	0.032595459236326126
bioarx::DrugHumGen:Compound:Gene	GNBR::O::Compound:Gene	0.03258943928448573
bioarx::VirGenHumGen:Gene:Gene	DGIDB::BLOCKER::Gene:Compound	0.03258513931888546
GNBR::Y::Gene:Disease	GNBR::in_tax::Gene:Tax	0.032557619539043695
Hetionet::AdG::Anatomy:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.03255007806091398
bioarx::HumGenHumGen:Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.032541279669762654
bioarx::Covid2_acc_host_gene::Disease:Gene	DGIDB::MODULATOR::Gene:Compound	0.03254127966976264
GNBR::E+::Compound:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.032537348272642395
GNBR::C::Compound:Disease	GNBR::Pa::Compound:Disease	0.03251633986928105
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	STRING::PTMOD::Gene:Gene	0.032507739938080496
GNBR::W::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.032506019951840395
DGIDB::ANTAGONIST::Gene:Compound	GNBR::Te::Gene:Disease	0.0324702688092781
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.03244102904319623
GNBR::U::Gene:Disease	STRING::INHIBITION::Gene:Gene	0.03243034055727555
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::AuG::Anatomy:Gene	0.03239508083935329
DGIDB::OTHER::Gene:Compound	INTACT::DIRECT INTERACTION::Compound:Gene	0.032376728019142875
DGIDB::BLOCKER::Gene:Compound	GNBR::X::Gene:Disease	0.032371861025111796
DGIDB::BINDER::Gene:Compound	INTACT::DIRECT INTERACTION::Compound:Gene	0.03234748825306102
Hetionet::DaG::Disease:Gene	Hetionet::GpCC::Gene:Cellular Component	0.03234298982750995
Hetionet::CrC::Compound:Compound	STRING::EXPRESSION::Gene:Gene	0.03233058135534917
Hetionet::DaG::Disease:Gene	Hetionet::GpMF::Gene:Molecular Function	0.0323030615755074
bioarx::VirGenHumGen:Gene:Gene	GNBR::J::Gene:Disease	0.032284141726866195
DGIDB::BINDER::Gene:Compound	GNBR::D::Gene:Disease	0.03227382180942553
DGIDB::INHIBITOR::Gene:Compound	Hetionet::DaG::Disease:Gene	0.032223942208462336
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::J::Compound:Disease	0.032219642242862064
Hetionet::DlA::Disease:Anatomy	Hetionet::CdG::Compound:Gene	0.032209322325421404
GNBR::E+::Compound:Gene	GNBR::L::Gene:Disease	0.03218868249054008
GNBR::V+::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.03218217111405966
bioarx::Covid2_acc_host_gene::Disease:Gene	DGIDB::OTHER::Gene:Compound	0.03213622291021673
DGIDB::BINDER::Gene:Compound	GNBR::Y::Gene:Disease	0.03213020295837634
DGIDB::CHANNEL BLOCKER::Gene:Compound	INTACT::CLEAVAGE REACTION::Gene:Gene	0.032129711533736297
DGIDB::AGONIST::Gene:Compound	INTACT::CLEAVAGE REACTION::Gene:Gene	0.032123691581895916
bioarx::Covid2_acc_host_gene::Disease:Gene	DGIDB::AGONIST::Gene:Compound	0.032113003095975236
GNBR::X::Gene:Disease	STRING::ACTIVATION::Gene:Gene	0.03211300309597522
bioarx::Covid2_acc_host_gene::Disease:Gene	STRING::BINDING::Gene:Gene	0.03209858167288508
GNBR::Te::Gene:Disease	INTACT::COLOCALIZATION::Gene:Gene	0.032096663226694196
DGIDB::ANTAGONIST::Gene:Compound	STRING::REACTION::Gene:Gene	0.03207774337805298
GNBR::Ud::Gene:Disease	Hetionet::CbG::Compound:Gene	0.032067423460612324
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	STRING::REACTION::Gene:Gene	0.03206521204973218
bioarx::HumGenHumGen:Gene:Gene	GNBR::U::Gene:Disease	0.03205882352941178
GNBR::E::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.0320342522974102
DRUGBANK::enzyme::Compound:Gene	GNBR::B::Compound:Gene	0.03201324389404886
GNBR::Y::Gene:Disease	Hetionet::GpBP::Gene:Biological Process	0.031989532655167324
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::Pr::Compound:Disease	0.031988502553518046
bioarx::HumGenHumGen:Gene:Gene	Hetionet::DaG::Disease:Gene	0.03198781266892723
Hetionet::AeG::Anatomy:Gene	STRING::CATALYSIS::Gene:Gene	0.03197540419676643
Hetionet::GpPW::Gene:Pathway	INTACT::DIRECT INTERACTION::Gene:Gene	0.031967172834045904
Hetionet::CtD::Compound:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.03196078431372549
DRUGBANK::ddi-interactor-in::Compound:Compound	Hetionet::DuG::Disease:Gene	0.03193928448572412
Hetionet::AdG::Anatomy:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.031937933067964025
GNBR::in_tax::Gene:Tax	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.03193756449948401
GNBR::D::Gene:Disease	INTACT::CLEAVAGE REACTION::Gene:Gene	0.03190402476780185
DGIDB::MODULATOR::Gene:Compound	STRING::INHIBITION::Gene:Gene	0.031894271878792006
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::J::Compound:Disease	0.031891124871001035
bioarx::Coronavirus_ass_host_gene::Disease:Gene	Hetionet::CbG::Compound:Gene	0.031889773453240955
GNBR::E-::Compound:Gene	Hetionet::DlA::Disease:Anatomy	0.031885473487640675
GNBR::in_tax::Gene:Tax	INTACT::CLEAVAGE REACTION::Gene:Gene	0.03188080495356037
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::Mp::Compound:Disease	0.031879453535800295
bioarx::VirGenHumGen:Gene:Gene	GNBR::E+::Compound:Gene	0.031860165118679055
DGIDB::MODULATOR::Gene:Compound	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.03185881370091896
GNBR::E+::Compound:Gene	GNBR::Md::Gene:Disease	0.03185844513243894
GNBR::Pr::Compound:Disease	Hetionet::AdG::Anatomy:Gene	0.031844193817878036
GNBR::Y::Gene:Disease	STRING::PTMOD::Gene:Gene	0.031824905400756796
INTACT::PHYSICAL ASSOCIATION::Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.031818762592756414
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::K::Compound:Gene	0.0318059855521156
DRUGBANK::enzyme::Compound:Gene	GNBR::in_tax::Gene:Tax	0.03180242272347535
GNBR::E::Compound:Gene	GNBR::in_tax::Gene:Tax	0.031781045751634006
DGIDB::INHIBITOR::Gene:Compound	Hetionet::GpMF::Gene:Molecular Function	0.03177072583419334
bioarx::VirGenHumGen:Gene:Gene	DGIDB::INHIBITOR::Gene:Compound	0.031716546267629875
GNBR::in_tax::Gene:Tax	STRING::EXPRESSION::Gene:Gene	0.031689395056268124
Hetionet::CuG::Compound:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.0316890264877881
GNBR::O::Compound:Gene	Hetionet::CbG::Compound:Gene	0.03165806673546613
Hetionet::AuG::Anatomy:Gene	Hetionet::GpCC::Gene:Cellular Component	0.03165548675610595
DGIDB::ANTAGONIST::Gene:Compound	GNBR::X::Gene:Disease	0.03164946680426557
GNBR::Pa::Compound:Disease	GNBR::Pr::Compound:Disease	0.031616295641063455
bioarx::Coronavirus_ass_host_gene::Disease:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.031608187134502946
Hetionet::AdG::Anatomy:Gene	Hetionet::DuG::Disease:Gene	0.03160560715514278
bioarx::Covid2_acc_host_gene::Disease:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.03158946574581249
DGIDB::BINDER::Gene:Compound	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.03154921617769915
DGIDB::ANTIBODY::Gene:Compound	Hetionet::AdG::Anatomy:Gene	0.03151997641161728
GNBR::Ud::Gene:Disease	Hetionet::PCiC::Pharmacologic Class:Compound	0.03148864809081528
GNBR::Y::Gene:Disease	STRING::CATALYSIS::Gene:Gene	0.03145117696201288
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	INTACT::DIRECT INTERACTION::Compound:Gene	0.03144085704457222
DGIDB::CHANNEL BLOCKER::Gene:Compound	Hetionet::GpPW::Gene:Pathway	0.031430537127131564
GNBR::in_tax::Gene:Tax	Hetionet::CpD::Compound:Disease	0.03138630890952873
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	INTACT::ASSOCIATION::Compound:Gene	0.03136566907464741
bioarx::HumGenHumGen:Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.03133212934296526
INTACT::DIRECT INTERACTION::Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.03132561796648484
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::Mp::Compound:Disease	0.03131750945992433
DGIDB::INHIBITOR::Gene:Compound	GNBR::U::Gene:Disease	0.03130890952872377
DGIDB::AGONIST::Gene:Compound	DGIDB::CHANNEL BLOCKER::Gene:Compound	0.031294658214162864
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::Sa::Compound:Disease	0.031269916873632043
bioarx::VirGenHumGen:Gene:Gene	GNBR::G::Gene:Disease	0.03126504987960097
Hetionet::AdG::Anatomy:Gene	STRING::EXPRESSION::Gene:Gene	0.03125718708536046
Hetionet::AuG::Anatomy:Gene	Hetionet::CdG::Compound:Gene	0.03119625042999657
GNBR::Ud::Gene:Disease	INTACT::ASSOCIATION::Compound:Gene	0.031185930512555905
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	INTACT::CLEAVAGE REACTION::Gene:Gene	0.03118163054695563
DGIDB::ACTIVATOR::Gene:Compound	Hetionet::GpPW::Gene:Pathway	0.031179787704555505
Hetionet::AuG::Anatomy:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.031150179369993616
DRUGBANK::treats::Compound:Disease	GNBR::J::Compound:Disease	0.031140350877192982
GNBR::B::Compound:Gene	Hetionet::CbG::Compound:Gene	0.031092191262469912
Hetionet::CtD::Compound:Disease	STRING::INHIBITION::Gene:Gene	0.031073271413828697
bioarx::Covid2_acc_host_gene::Disease:Gene	DGIDB::BLOCKER::Gene:Compound	0.031070691434468535
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	GNBR::X::Gene:Disease	0.031014791881664946
GNBR::X::Gene:Disease	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.031001891984864124
GNBR::Pr::Compound:Disease	INTACT::CLEAVAGE REACTION::Gene:Gene	0.03100189198486412
DGIDB::PARTIAL AGONIST::Gene:Compound	GNBR::L::Gene:Disease	0.030972652218782253
GNBR::K::Compound:Gene	GNBR::Ud::Gene:Disease	0.030970932232542138
GNBR::Sa::Compound:Disease	GNBR::in_tax::Gene:Tax	0.03096061231510148
Hetionet::DaG::Disease:Gene	STRING::INHIBITION::Gene:Gene	0.030956312349501216
Hetionet::GpPW::Gene:Pathway	STRING::EXPRESSION::Gene:Gene	0.030939679515530907
bioarx::Coronavirus_ass_host_gene::Disease:Gene	Hetionet::CuG::Compound:Gene	0.030914172686618516
bioarx::HumGenHumGen:Gene:Gene	GNBR::in_tax::Gene:Tax	0.03090815273477814
Hetionet::AeG::Anatomy:Gene	STRING::EXPRESSION::Gene:Gene	0.030905941323897977
Hetionet::CtD::Compound:Disease	Hetionet::AeG::Anatomy:Gene	0.03086601307189544
Hetionet::DdG::Disease:Gene	Hetionet::AuG::Anatomy:Gene	0.0308644915456061
bioarx::HumGenHumGen:Gene:Gene	DGIDB::BINDER::Gene:Compound	0.030855693154454772
DGIDB::ANTIBODY::Gene:Compound	GNBR::Q::Gene:Gene	0.03084164029984464
Hetionet::DlA::Disease:Anatomy	STRING::EXPRESSION::Gene:Gene	0.030829231827683837
DGIDB::AGONIST::Gene:Compound	GNBR::D::Gene:Disease	0.03082493186208356
DGIDB::ACTIVATOR::Gene:Compound	STRING::PTMOD::Gene:Gene	0.030813090418353575
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::Y::Gene:Disease	0.03077657378740971
GNBR::Te::Gene:Disease	Hetionet::AuG::Anatomy:Gene	0.030770553835569325
GNBR::A+::Compound:Gene	GNBR::O::Compound:Gene	0.030755933952528392
DRUGBANK::carrier::Compound:Gene	GNBR::in_tax::Gene:Tax	0.03073910265860731
DGIDB::OTHER::Gene:Compound	GNBR::D::Gene:Disease	0.0307077743378053
GNBR::N::Compound:Gene	GNBR::in_tax::Gene:Tax	0.03068492309204383
GNBR::E+::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.03068455452356382
GNBR::E+::Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.03068455452356381
GNBR::O::Compound:Gene	Hetionet::AuG::Anatomy:Gene	0.03067873303167421
Hetionet::CrC::Compound:Compound	STRING::OTHER::Gene:Gene	0.03067595459236327
Hetionet::AeG::Anatomy:Gene	STRING::PTMOD::Gene:Gene	0.03064708339476142
bioarx::HumGenHumGen:Gene:Gene	GNBR::L::Gene:Disease	0.030620055039559686
GNBR::Pr::Compound:Disease	Hetionet::AeG::Anatomy:Gene	0.030619932183399666
Hetionet::GpPW::Gene:Pathway	INTACT::DIRECT INTERACTION::Compound:Gene	0.030611332252199124
DGIDB::BINDER::Gene:Compound	GNBR::I::Gene:Gene	0.030596835225318194
bioarx::Covid2_acc_host_gene::Disease:Gene	DGIDB::PARTIAL AGONIST::Gene:Compound	0.030586515307877534
Hetionet::CrC::Compound:Compound	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.030573983979556737
DGIDB::AGONIST::Gene:Compound	GNBR::Y::Gene:Disease	0.030573615411076713
GNBR::W::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.03056759545923633
GNBR::X::Gene:Disease	Hetionet::CtD::Compound:Disease	0.03054867561059512
Hetionet::DaG::Disease:Gene	STRING::PTMOD::Gene:Gene	0.0305280357757138
DGIDB::AGONIST::Gene:Compound	Hetionet::AdG::Anatomy:Gene	0.03052201582387342
DRUGBANK::target::Compound:Gene	GNBR::Z::Compound:Gene	0.03051943584451324
GNBR::Mp::Compound:Disease	INTACT::CLEAVAGE REACTION::Gene:Gene	0.030515135878912972
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::E-::Compound:Gene	0.03046955624355005
DGIDB::BLOCKER::Gene:Compound	Hetionet::AeG::Anatomy:Gene	0.030461324880829522
GNBR::Md::Gene:Disease	Hetionet::DlA::Disease:Anatomy	0.030440316477468185
Hetionet::GpBP::Gene:Biological Process	Hetionet::GpCC::Gene:Cellular Component	0.030438596491228074
DGIDB::INHIBITOR::Gene:Compound	INTACT::COLOCALIZATION::Gene:Gene	0.03040955518509698
GNBR::Sa::Compound:Disease	Hetionet::AdG::Anatomy:Gene	0.03035038576834243
INTACT::PHYSICAL ASSOCIATION::Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.030348542925942305
GNBR::Te::Gene:Disease	Hetionet::GpCC::Gene:Cellular Component	0.03034829721362229
DGIDB::OTHER::Gene:Compound	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.030331957344341246
GNBR::E-::Compound:Gene	Hetionet::AuG::Anatomy:Gene	0.030325445967860833
INTACT::PHYSICAL ASSOCIATION::Compound:Gene	STRING::INHIBITION::Gene:Gene	0.030319057447540425
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::Ud::Gene:Disease	0.03030480613297951
DGIDB::OTHER::Gene:Compound	GNBR::Te::Gene:Disease	0.030302717578259378
DGIDB::MODULATOR::Gene:Compound	GNBR::C::Compound:Disease	0.030300506167379237
GNBR::B::Gene:Gene	Hetionet::DlA::Disease:Anatomy	0.030275396258368392
DGIDB::ANTAGONIST::Gene:Compound	GNBR::Md::Gene:Disease	0.030269177846577233
INTACT::DIRECT INTERACTION::Compound:Gene	STRING::PTMOD::Gene:Gene	0.03026696643569709
Hetionet::Gr>G::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.03026303503857684
bioarx::VirGenHumGen:Gene:Gene	GNBR::C::Compound:Disease	0.030260577915376684
bioarx::VirGenHumGen:Gene:Gene	DGIDB::CHANNEL BLOCKER::Gene:Compound	0.030260577915376678
Hetionet::DpS::Disease:Symptom	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.03025627794977641
GNBR::Y::Gene:Disease	Hetionet::GpCC::Gene:Cellular Component	0.0302562779497764
Hetionet::CtD::Compound:Disease	Hetionet::GpPW::Gene:Pathway	0.030254557963536294
DGIDB::INHIBITOR::Gene:Compound	Hetionet::AeG::Anatomy:Gene	0.03025025799793601
GNBR::G::Gene:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.03020811833505332
Hetionet::GpPW::Gene:Pathway	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.030188045528602804
GNBR::Q::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.030173227185611086
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::Md::Gene:Disease	0.03016855865153079
DGIDB::ACTIVATOR::Gene:Compound	Hetionet::GpCC::Gene:Cellular Component	0.03014791881664947
GNBR::J::Compound:Disease	Hetionet::DuG::Disease:Gene	0.030143618851049193
INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.030118679050567608
Hetionet::CrC::Compound:Compound	STRING::INHIBITION::Gene:Gene	0.03008513931888546
DGIDB::PARTIAL AGONIST::Gene:Compound	GNBR::U::Gene:Disease	0.030085139318885457
Hetionet::DaG::Disease:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.030064499484004133
GNBR::I::Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.030060199518403854
GNBR::J::Gene:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.030035259717922265
GNBR::B::Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.0300249398004816
DGIDB::MODULATOR::Gene:Compound	GNBR::I::Gene:Gene	0.030020516978721313
Hetionet::CdG::Compound:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.03001481834299171
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::AdG::Anatomy:Gene	0.030012039903680773
DGIDB::OTHER::Gene:Compound	GNBR::Q::Gene:Gene	0.029991967097230256
Hetionet::CuG::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.0299874686716792
GNBR::W::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.029987100103199178
DGIDB::INHIBITOR::Gene:Compound	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.02998058872671876
GNBR::W::Gene:Gene	STRING::OTHER::Gene:Gene	0.029965600275197807
GNBR::Te::Gene:Disease	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.029951348960636878
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::Te::Gene:Disease	0.0299140006879945
DGIDB::BLOCKER::Gene:Compound	Hetionet::DuG::Disease:Gene	0.029895080839353293
DGIDB::BLOCKER::Gene:Compound	GNBR::B::Gene:Gene	0.02988254951103248
GNBR::L::Gene:Disease	Hetionet::CtD::Compound:Disease	0.029871861025111808
GNBR::Y::Gene:Disease	Hetionet::AdG::Anatomy:Gene	0.029838321293429657
DGIDB::BLOCKER::Gene:Compound	GNBR::Te::Gene:Disease	0.02979274165806673
DRUGBANK::enzyme::Compound:Gene	Hetionet::CtD::Compound:Disease	0.029775910364145668
DRUGBANK::carrier::Compound:Gene	GNBR::B::Compound:Gene	0.029767801857585145
GNBR::A-::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.029754901960784313
GNBR::X::Gene:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.02975318197454421
bioarx::VirGenHumGen:Gene:Gene	GNBR::U::Gene:Disease	0.02974888200894393
DGIDB::MODULATOR::Gene:Compound	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.029715710845741806
GNBR::K::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.029699002407980745
DGIDB::ANTAGONIST::Gene:Compound	STRING::BINDING::Gene:Gene	0.029694702442380462
INTACT::PHYSICAL ASSOCIATION::Compound:Gene	STRING::REACTION::Gene:Gene	0.02967823971693941
DGIDB::BINDER::Gene:Compound	GNBR::Md::Gene:Disease	0.02966325126541845
GNBR::Q::Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.029644699985257265
DGIDB::INHIBITOR::Gene:Compound	INTACT::DIRECT INTERACTION::Compound:Gene	0.02964261143053713
GNBR::Ud::Gene:Disease	Hetionet::DlA::Disease:Anatomy	0.02964052287581699
Hetionet::Gr>G::Gene:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.029603051747014608
GNBR::Ud::Gene:Disease	Hetionet::CtD::Compound:Disease	0.029569143446852422
Hetionet::DpS::Disease:Symptom	Hetionet::DrD::Disease:Disease	0.02955280357757138
DGIDB::ANTIBODY::Gene:Compound	GNBR::D::Gene:Disease	0.029538183694530443
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.029493832620767605
