relation1	relation2	percentage of overlapping predicted edges
bioarx::DrugHumGen:Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.029744582043343668
bioarx::VirGenHumGen:Gene:Gene	GNBR::G::Gene:Disease	0.02973856209150327
GNBR::T::Compound:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.029726030763182476
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::Te::Gene:Disease	0.029713622291021684
bioarx::DrugVirGen:Compound:Gene	bioarx::Coronavirus_ass_host_gene::Disease:Gene	0.029640522875816998
DGIDB::BLOCKER::Gene:Compound	Hetionet::CdG::Compound:Gene	0.029631922944616446
GNBR::E::Gene:Gene	Hetionet::CcSE::Compound:Side Effect	0.02960526315789474
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	INTACT::ASSOCIATION::Compound:Gene	0.029590841734804595
Hetionet::DpS::Disease:Symptom	STRING::ACTIVATION::Gene:Gene	0.029586220453093528
Hetionet::CcSE::Compound:Side Effect	STRING::PTMOD::Gene:Gene	0.029582241803604036
Hetionet::DpS::Disease:Symptom	STRING::PTMOD::Gene:Gene	0.029517052435009097
GNBR::C::Compound:Disease	STRING::REACTION::Gene:Gene	0.029508943928448574
bioarx::Coronavirus_ass_host_gene::Disease:Gene	Hetionet::DaG::Disease:Gene	0.029504643962848305
DGIDB::BLOCKER::Gene:Compound	GNBR::E-::Compound:Gene	0.029471472799646185
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::Pa::Compound:Disease	0.029466804265565884
DRUGBANK::carrier::Compound:Gene	Hetionet::DdG::Disease:Gene	0.029452552951004973
Hetionet::DuG::Disease:Gene	Hetionet::AeG::Anatomy:Gene	0.029435844513243895
GNBR::A+::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.029421224630202972
GNBR::C::Compound:Disease	GNBR::I::Gene:Gene	0.029413191727433216
DGIDB::BLOCKER::Gene:Compound	GNBR::Z::Compound:Gene	0.029396284829721373
GNBR::in_tax::Gene:Tax	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.029353190668980143
bioarx::Coronavirus_ass_host_gene::Disease:Gene	Hetionet::CtD::Compound:Disease	0.02932699395547693
GNBR::B::Gene:Gene	GNBR::in_tax::Gene:Tax	0.029321739492018124
GNBR::J::Compound:Disease	Hetionet::CpD::Compound:Disease	0.029320605435156525
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::J::Gene:Disease	0.02930856553147576
GNBR::J::Compound:Disease	STRING::BINDING::Gene:Gene	0.029255983094992385
DRUGBANK::ddi-interactor-in::Compound:Compound	GNBR::J::Compound:Disease	0.029239964541822136
GNBR::J::Compound:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.029233254705390937
DRUGBANK::x-atc::Compound:Atc	Hetionet::Gr>G::Gene:Gene	0.029218833282300773
GNBR::Z::Compound:Gene	GNBR::Y::Gene:Disease	0.029218266253869984
GNBR::Mp::Compound:Disease	Hetionet::PCiC::Pharmacologic Class:Compound	0.02918300653594772
bioarx::Coronavirus_ass_host_gene::Disease:Gene	Hetionet::CcSE::Compound:Side Effect	0.029149466804265577
DGIDB::INHIBITOR::Gene:Compound	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	0.02910560715514278
GNBR::J::Compound:Disease	GNBR::V+::Gene:Gene	0.029076367389060893
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::Mp::Compound:Disease	0.029067767457860345
Hetionet::CcSE::Compound:Side Effect	STRING::REACTION::Gene:Gene	0.029066614500051033
GNBR::Pa::Compound:Disease	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.029045407636738907
Hetionet::CcSE::Compound:Side Effect	INTACT::CLEAVAGE REACTION::Gene:Gene	0.02904135338345865
GNBR::C::Compound:Disease	INTACT::CLEAVAGE REACTION::Gene:Gene	0.029018454885327963
GNBR::Pr::Compound:Disease	GNBR::W::Gene:Gene	0.02899712516585582
Hetionet::CuG::Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.028992948056415554
GNBR::Pr::Compound:Disease	Hetionet::PCiC::Pharmacologic Class:Compound	0.02899294805641555
GNBR::Pr::Compound:Disease	GNBR::I::Gene:Gene	0.02897459523620514
Hetionet::CtD::Compound:Disease	INTACT::DIRECT INTERACTION::Gene:Gene	0.02897439677625437
GNBR::Pa::Compound:Disease	GNBR::Q::Gene:Gene	0.028963708290333682
GNBR::Pa::Compound:Disease	STRING::OTHER::Gene:Gene	0.02896370829033368
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::DlA::Disease:Anatomy	0.028953388372893026
GNBR::Pr::Compound:Disease	INTACT::CLEAVAGE REACTION::Gene:Gene	0.02895117696201289
GNBR::T::Compound:Disease	STRING::PTMOD::Gene:Gene	0.028944986901643245
Hetionet::CcSE::Compound:Side Effect	STRING::EXPRESSION::Gene:Gene	0.028937445423513536
GNBR::V+::Gene:Gene	Hetionet::CcSE::Compound:Side Effect	0.028927125506072873
GNBR::I::Gene:Gene	Hetionet::CpD::Compound:Disease	0.028914594177752072
GNBR::T::Compound:Disease	Hetionet::DrD::Disease:Disease	0.02890522875816994
GNBR::Pr::Compound:Disease	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.028850756226917223
GNBR::Sa::Compound:Disease	Hetionet::DpS::Disease:Symptom	0.028848837780726323
GNBR::Pa::Compound:Disease	STRING::EXPRESSION::Gene:Gene	0.028836429308565538
GNBR::in_tax::Gene:Tax	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.02882839640579579
GNBR::Rg::Gene:Gene	Hetionet::CcSE::Compound:Side Effect	0.028801046734483266
Hetionet::AeG::Anatomy:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.028771069831441353
DRUGBANK::x-atc::Compound:Atc	Hetionet::CcSE::Compound:Side Effect	0.02873035719010951
GNBR::C::Compound:Disease	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.028725858764558465
GNBR::Pa::Compound:Disease	GNBR::Rg::Gene:Gene	0.02872549019607843
GNBR::C::Compound:Disease	GNBR::E+::Gene:Gene	0.028721558798958182
GNBR::J::Compound:Disease	Hetionet::Gr>G::Gene:Gene	0.028719668704188833
GNBR::E::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.02871947024423806
GNBR::C::Compound:Disease	GNBR::B::Gene:Gene	0.028717457293308688
GNBR::E+::Gene:Gene	Hetionet::CcSE::Compound:Side Effect	0.02871332743623765
GNBR::Pr::Compound:Disease	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.028690107621996166
GNBR::Pr::Compound:Disease	INTACT::ASSOCIATION::Gene:Gene	0.028687896211116025
DGIDB::BINDER::Gene:Compound	DRUGBANK::enzyme::Compound:Gene	0.028667379232394718
DGIDB::BLOCKER::Gene:Compound	GNBR::A+::Compound:Gene	0.02865516922018471
bioarx::Coronavirus_ass_host_gene::Disease:Gene	Hetionet::AdG::Anatomy:Gene	0.02859219126246991
bioarx::Covid2_acc_host_gene::Disease:Gene	DRUGBANK::enzyme::Compound:Gene	0.028592191262469906
GNBR::Pr::Compound:Disease	Hetionet::Gr>G::Gene:Gene	0.028573148557668685
Hetionet::CpD::Compound:Disease	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.028552508722787362
Hetionet::DdG::Disease:Gene	Hetionet::AeG::Anatomy:Gene	0.028539731682146553
GNBR::J::Compound:Disease	GNBR::Q::Gene:Gene	0.02850467042417508
GNBR::O::Compound:Gene	Hetionet::GpMF::Gene:Molecular Function	0.028481129293822797
GNBR::J::Compound:Disease	STRING::ACTIVATION::Gene:Gene	0.028432969679099716
DGIDB::AGONIST::Gene:Compound	DRUGBANK::enzyme::Compound:Gene	0.028424492604059173
GNBR::J::Compound:Disease	INTACT::CLEAVAGE REACTION::Gene:Gene	0.028389431346087703
GNBR::C::Compound:Disease	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.028383090078136525
Hetionet::AdG::Anatomy:Gene	Hetionet::DuG::Disease:Gene	0.02837289301685588
GNBR::Pa::Compound:Disease	GNBR::W::Gene:Gene	0.02836859305125559
GNBR::Pa::Compound:Disease	GNBR::B::Gene:Gene	0.028358273133814935
GNBR::Pa::Compound:Disease	GNBR::V+::Gene:Gene	0.028355693154454763
GNBR::Sa::Compound:Disease	Hetionet::CpD::Compound:Disease	0.028353973168214655
Hetionet::AuG::Anatomy:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.028320433436532504
bioarx::HumGenHumGen:Gene:Gene	GNBR::Pr::Compound:Disease	0.02830962209445182
Hetionet::DaG::Disease:Gene	Hetionet::AdG::Anatomy:Gene	0.0282765737874097
bioarx::DrugHumGen:Compound:Gene	Hetionet::DuG::Disease:Gene	0.02826797385620915
Hetionet::CuG::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.028251633986928114
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::Pa::Compound:Disease	0.02820347437220503
Hetionet::CcSE::Compound:Side Effect	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.02818733296287476
Hetionet::DdG::Disease:Gene	Hetionet::CuG::Compound:Gene	0.028186643078283957
DGIDB::BLOCKER::Gene:Compound	GNBR::E::Compound:Gene	0.028113912231559304
GNBR::E+::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.028076195390436896
Hetionet::PCiC::Pharmacologic Class:Compound	Hetionet::DuG::Disease:Gene	0.02806587547299622
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::Md::Gene:Disease	0.028055555555555563
Hetionet::GpMF::Gene:Molecular Function	INTACT::ASSOCIATION::Compound:Gene	0.028044375644994842
Hetionet::AdG::Anatomy:Gene	Hetionet::CdG::Compound:Gene	0.028042655658754734
Hetionet::AeG::Anatomy:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.028038355693154465
GNBR::T::Compound:Disease	STRING::BINDING::Gene:Gene	0.028019804412993274
GNBR::C::Compound:Disease	INTACT::ASSOCIATION::Gene:Gene	0.028005382989903117
GNBR::T::Compound:Disease	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.027961324880829527
DRUGBANK::x-atc::Compound:Atc	STRING::OTHER::Gene:Gene	0.027932085114747655
GNBR::in_tax::Gene:Tax	STRING::ACTIVATION::Gene:Gene	0.027915943705417386
GNBR::C::Compound:Disease	Hetionet::GiG::Gene:Gene	0.027897023856776185
DGIDB::AGONIST::Gene:Compound	INTACT::DIRECT INTERACTION::Compound:Gene	0.027890436876504995
DGIDB::INHIBITOR::Gene:Compound	INTACT::DIRECT INTERACTION::Compound:Gene	0.027856897144822847
GNBR::Pa::Compound:Disease	Hetionet::PCiC::Pharmacologic Class:Compound	0.02785259717922257
bioarx::HumGenHumGen:Gene:Gene	GNBR::J::Compound:Disease	0.027817535921251094
Hetionet::DaG::Disease:Gene	STRING::CATALYSIS::Gene:Gene	0.02778379772961817
DGIDB::CHANNEL BLOCKER::Gene:Compound	DRUGBANK::carrier::Compound:Gene	0.027729618163054696
DRUGBANK::treats::Compound:Disease	Hetionet::AeG::Anatomy:Gene	0.02772531819745442
Hetionet::CcSE::Compound:Side Effect	INTACT::ASSOCIATION::Gene:Gene	0.02767772561116215
Hetionet::CpD::Compound:Disease	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.02765037593984962
Hetionet::DpS::Disease:Symptom	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.027602216325126543
GNBR::Mp::Compound:Disease	Hetionet::DpS::Disease:Symptom	0.027581207921765202
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::C::Compound:Disease	0.027574819401444798
bioarx::VirGenHumGen:Gene:Gene	DRUGBANK::treats::Compound:Disease	0.027545579635362923
GNBR::Pr::Compound:Disease	GNBR::V+::Gene:Gene	0.027543566684433553
GNBR::C::Compound:Disease	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.027520516978721318
Hetionet::CcSE::Compound:Side Effect	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.02752051697872131
DRUGBANK::x-atc::Compound:Atc	Hetionet::CtD::Compound:Disease	0.027516708437761078
DRUGBANK::x-atc::Compound:Atc	GNBR::Pa::Compound:Disease	0.02749778858911986
GNBR::V+::Gene:Gene	GNBR::in_tax::Gene:Tax	0.02748987854251012
GNBR::in_tax::Gene:Tax	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.027487667131629975
bioarx::VirGenHumGen:Gene:Gene	GNBR::K::Compound:Gene	0.02747678018575852
GNBR::Ud::Gene:Disease	GNBR::in_tax::Gene:Tax	0.02745786033711731
Hetionet::PCiC::Pharmacologic Class:Compound	Hetionet::Gr>G::Gene:Gene	0.02744982743434756
bioarx::VirGenHumGen:Gene:Gene	Hetionet::DlA::Disease:Anatomy	0.027389060887512907
bioarx::VirGenHumGen:Gene:Gene	GNBR::N::Compound:Gene	0.027389060887512903
Hetionet::DpS::Disease:Symptom	Hetionet::Gr>G::Gene:Gene	0.027370141038871688
Hetionet::PCiC::Pharmacologic Class:Compound	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.02732198142414861
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::E-::Compound:Gene	0.02726780185758515
GNBR::J::Compound:Disease	GNBR::I::Gene:Gene	0.02725318197454421
GNBR::Pr::Compound:Disease	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.027242739200943538
GNBR::in_tax::Gene:Tax	STRING::EXPRESSION::Gene:Gene	0.027224310776942352
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::C::Compound:Disease	0.027205022359821127
GNBR::in_tax::Gene:Tax	INTACT::CLEAVAGE REACTION::Gene:Gene	0.027201657991131674
DGIDB::OTHER::Gene:Compound	DRUGBANK::enzyme::Compound:Gene	0.02719642242862057
GNBR::Pr::Compound:Disease	STRING::EXPRESSION::Gene:Gene	0.027182171114059663
Hetionet::CpD::Compound:Disease	STRING::BINDING::Gene:Gene	0.027172418225049805
GNBR::J::Compound:Disease	Hetionet::GiG::Gene:Gene	0.02716996110184965
GNBR::J::Compound:Disease	Hetionet::DrD::Disease:Disease	0.027111283109735127
Hetionet::CpD::Compound:Disease	STRING::PTMOD::Gene:Gene	0.027111160253575118
GNBR::Pr::Compound:Disease	Hetionet::GiG::Gene:Gene	0.027052680721411378
GNBR::Pr::Compound:Disease	GNBR::Q::Gene:Gene	0.027052680721411374
GNBR::B::Gene:Gene	Hetionet::CpD::Compound:Disease	0.02704116059379217
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::DdG::Disease:Gene	0.027027863777089794
Hetionet::Gr>G::Gene:Gene	Hetionet::CcSE::Compound:Side Effect	0.02702565236620964
DGIDB::ANTIBODY::Gene:Compound	INTACT::DIRECT INTERACTION::Compound:Gene	0.02702356381148951
GNBR::in_tax::Gene:Tax	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.02702191942904017
GNBR::V+::Gene:Gene	Hetionet::CpD::Compound:Disease	0.026968259638538276
GNBR::Pa::Compound:Disease	GNBR::E::Gene:Gene	0.026960784313725488
GNBR::Sa::Compound:Disease	Hetionet::PCiC::Pharmacologic Class:Compound	0.0269358445132439
DGIDB::BLOCKER::Gene:Compound	DRUGBANK::enzyme::Compound:Gene	0.026921224630202963
GNBR::Md::Gene:Disease	Hetionet::DuG::Disease:Gene	0.026921224630202956
bioarx::DrugHumGen:Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.026917293233082715
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::J::Compound:Disease	0.02689628482972136
GNBR::J::Compound:Disease	Hetionet::CcSE::Compound:Side Effect	0.026891984864121095
GNBR::Pa::Compound:Disease	Hetionet::CrC::Compound:Compound	0.026881664946680428
GNBR::Z::Compound:Gene	GNBR::D::Gene:Disease	0.026873065015479883
GNBR::J::Compound:Disease	STRING::OTHER::Gene:Gene	0.02685660229003883
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::DrD::Disease:Disease	0.026854513735318695
GNBR::E::Compound:Gene	Hetionet::GpMF::Gene:Molecular Function	0.026843825249398007
GNBR::Q::Gene:Gene	Hetionet::CcSE::Compound:Side Effect	0.02683780529755762
DGIDB::ANTAGONIST::Gene:Compound	DRUGBANK::enzyme::Compound:Gene	0.02681458548331614
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::DdG::Disease:Gene	0.026804265565875483
GNBR::Pr::Compound:Disease	GNBR::E+::Gene:Gene	0.026783824190944938
Hetionet::DpS::Disease:Symptom	INTACT::CLEAVAGE REACTION::Gene:Gene	0.026752004445502898
GNBR::Pa::Compound:Disease	GNBR::E+::Gene:Gene	0.02674750601995184
Hetionet::CpD::Compound:Disease	STRING::REACTION::Gene:Gene	0.026725344658781194
GNBR::B::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.026716546267629867
Hetionet::DpS::Disease:Symptom	STRING::OTHER::Gene:Gene	0.026708314904909335
DRUGBANK::treats::Compound:Disease	Hetionet::CpD::Compound:Disease	0.02669762641898865
GNBR::J::Compound:Disease	Hetionet::DpS::Disease:Symptom	0.026693695021868392
GNBR::Q::Gene:Gene	Hetionet::CpD::Compound:Disease	0.026687552213868003
GNBR::J::Compound:Disease	GNBR::in_tax::Gene:Tax	0.02667268661850706
GNBR::J::Compound:Disease	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.026659985181657016
GNBR::I::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.026614405546294094
bioarx::VirGenHumGen:Gene:Gene	GNBR::L::Gene:Disease	0.026609907120743036
DGIDB::BINDER::Gene:Compound	INTACT::DIRECT INTERACTION::Compound:Gene	0.026603764312742636
Hetionet::DdG::Disease:Gene	Hetionet::AdG::Anatomy:Gene	0.026593567251462
Hetionet::CbG::Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.026538527691778464
Hetionet::GcG::Gene:Gene	Hetionet::CcSE::Compound:Side Effect	0.026535163323089018
DRUGBANK::ddi-interactor-in::Compound:Compound	GNBR::T::Compound:Disease	0.02652857634281783
DGIDB::ANTIBODY::Gene:Compound	Hetionet::AdG::Anatomy:Gene	0.026497248022015824
GNBR::Pr::Compound:Disease	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.026467885399773947
bioarx::Coronavirus_ass_host_gene::Disease:Gene	Hetionet::DrD::Disease:Disease	0.026463708290333687
bioarx::VirGenHumGen:Gene:Gene	Hetionet::CcSE::Compound:Side Effect	0.02646370829033368
GNBR::T::Compound:Disease	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.026451176962012875
Hetionet::PCiC::Pharmacologic Class:Compound	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.02644085704457222
GNBR::K::Compound:Gene	Hetionet::GpMF::Gene:Molecular Function	0.026438768489852084
GNBR::J::Compound:Disease	Hetionet::DaG::Disease:Gene	0.02643876848985208
GNBR::C::Compound:Disease	GNBR::W::Gene:Gene	0.026430537127131556
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::J::Compound:Disease	0.02641554867561059
GNBR::E::Gene:Gene	Hetionet::CpD::Compound:Disease	0.02638053467000835
GNBR::Mp::Compound:Disease	STRING::OTHER::Gene:Gene	0.02637598899208807
bioarx::Coronavirus_ass_host_gene::Disease:Gene	STRING::PTMOD::Gene:Gene	0.026361369109047125
bioarx::HumGenHumGen:Gene:Gene	Hetionet::DpS::Disease:Symptom	0.026342817828885944
bioarx::HumGenHumGen:Gene:Gene	Hetionet::CpD::Compound:Disease	0.026340729274165805
GNBR::W::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.026328396405795783
Hetionet::GiG::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.026307388002434443
GNBR::H::Gene:Gene	Hetionet::CcSE::Compound:Side Effect	0.026280605359552726
GNBR::D::Gene:Disease	Hetionet::DlA::Disease:Anatomy	0.02627573836552165
GNBR::in_tax::Gene:Tax	Hetionet::Gr>G::Gene:Gene	0.02624978220953454
GNBR::Pa::Compound:Disease	INTACT::DIRECT INTERACTION::Gene:Gene	0.026238390092879257
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::Y::Gene:Disease	0.026229790161678705
GNBR::I::Gene:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.026209348786748174
GNBR::Pr::Compound:Disease	INTACT::COLOCALIZATION::Gene:Gene	0.026190107621996174
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::X::Gene:Disease	0.026171310629514964
GNBR::Pr::Compound:Disease	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.026110988254951107
GNBR::Z::Compound:Gene	GNBR::G::Gene:Disease	0.02608789129686963
DGIDB::INHIBITOR::Gene:Compound	DRUGBANK::enzyme::Compound:Gene	0.02608789129686963
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::B::Compound:Gene	0.026074991400068807
Hetionet::DpS::Disease:Symptom	STRING::BINDING::Gene:Gene	0.026065040051108164
Hetionet::PCiC::Pharmacologic Class:Compound	STRING::ACTIVATION::Gene:Gene	0.02604423010769761
DGIDB::BINDER::Gene:Compound	Hetionet::CbG::Compound:Gene	0.026029411764705888
Hetionet::CuG::Compound:Gene	Hetionet::GpMF::Gene:Molecular Function	0.02600226055334414
Hetionet::CcSE::Compound:Side Effect	STRING::OTHER::Gene:Gene	0.02597562911804398
DRUGBANK::treats::Compound:Disease	Hetionet::DdG::Disease:Gene	0.025975232198142427
GNBR::Pr::Compound:Disease	GNBR::E::Gene:Gene	0.025973020787262283
GNBR::T::Compound:Disease	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.025948080986780683
DGIDB::BLOCKER::Gene:Compound	GNBR::E+::Compound:Gene	0.02593346110373975
GNBR::B::Gene:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.025933092535259723
GNBR::J::Compound:Disease	GNBR::Rg::Gene:Gene	0.02591265116032919
DGIDB::BINDER::Gene:Compound	DRUGBANK::carrier::Compound:Gene	0.0259124527003784
GNBR::Pr::Compound:Disease	Hetionet::CrC::Compound:Compound	0.025891321440857054
GNBR::J::Compound:Disease	GNBR::B::Gene:Gene	0.025889431346087694
DGIDB::ACTIVATOR::Gene:Compound	DRUGBANK::target::Compound:Gene	0.02587891296869625
Hetionet::CpD::Compound:Disease	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.02586453879797533
GNBR::C::Compound:Disease	STRING::OTHER::Gene:Gene	0.025843851710724782
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::Mp::Compound:Disease	0.025843653250773996
GNBR::in_tax::Gene:Tax	INTACT::ASSOCIATION::Gene:Gene	0.025823089019683446
DGIDB::BLOCKER::Gene:Compound	GNBR::O::Compound:Gene	0.025761953904368768
DGIDB::ACTIVATOR::Gene:Compound	DRUGBANK::enzyme::Compound:Gene	0.025751633986928105
bioarx::DrugVirGen:Compound:Gene	DRUGBANK::treats::Compound:Disease	0.025747334021327832
GNBR::T::Compound:Disease	STRING::ACTIVATION::Gene:Gene	0.025739102658607307
Hetionet::DpS::Disease:Symptom	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.02573480269300703
DGIDB::BLOCKER::Gene:Compound	Hetionet::DuG::Disease:Gene	0.025730994152046785
Hetionet::CcSE::Compound:Side Effect	STRING::INHIBITION::Gene:Gene	0.02572448277556637
DRUGBANK::treats::Compound:Disease	Hetionet::DaG::Disease:Gene	0.02571379428964568
GNBR::in_tax::Gene:Tax	Hetionet::DaG::Disease:Gene	0.025699174406604745
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::L::Gene:Disease	0.025663914688682496
GNBR::J::Compound:Disease	STRING::INHIBITION::Gene:Gene	0.025653793231192615
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::CpD::Compound:Disease	0.025653594771241833
DRUGBANK::x-atc::Compound:Atc	GNBR::in_tax::Gene:Tax	0.025641063442921035
DRUGBANK::target::Compound:Gene	Hetionet::DdG::Disease:Gene	0.02563037495700035
GNBR::C::Compound:Disease	STRING::EXPRESSION::Gene:Gene	0.025594992382918083
DGIDB::CHANNEL BLOCKER::Gene:Compound	DRUGBANK::enzyme::Compound:Gene	0.025571895424836604
bioarx::VirGenHumGen:Gene:Gene	bioarx::DrugVirGen:Compound:Gene	0.0255718954248366
GNBR::in_tax::Gene:Tax	Hetionet::GcG::Gene:Gene	0.02552840434419382
Hetionet::CbG::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.02551341589267286
DGIDB::BLOCKER::Gene:Compound	DRUGBANK::target::Compound:Gene	0.025503095975232207
bioarx::Covid2_acc_host_gene::Disease:Gene	DRUGBANK::x-atc::Compound:Atc	0.025503095975232207
GNBR::C::Compound:Disease	INTACT::COLOCALIZATION::Gene:Gene	0.025495063072462455
GNBR::Pa::Compound:Disease	GNBR::H::Gene:Gene	0.02547385620915033
Hetionet::CpD::Compound:Disease	Hetionet::Gr>G::Gene:Gene	0.02546783625730994
Hetionet::PCiC::Pharmacologic Class:Compound	STRING::BINDING::Gene:Gene	0.0254551348204599
Hetionet::GiG::Gene:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.025434494985578582
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::O::Compound:Gene	0.025421396628826972
GNBR::C::Compound:Disease	Hetionet::Gr>G::Gene:Gene	0.025419553786426855
GNBR::Pr::Compound:Disease	INTACT::DIRECT INTERACTION::Gene:Gene	0.02541525382082658
GNBR::D::Gene:Disease	STRING::PTMOD::Gene:Gene	0.02534006585090177
GNBR::Z::Compound:Gene	Hetionet::GpMF::Gene:Molecular Function	0.025319057447540424
bioarx::DrugHumGen:Compound:Gene	DGIDB::ACTIVATOR::Gene:Compound	0.025317337461300306
bioarx::DrugVirGen:Compound:Gene	GNBR::D::Gene:Disease	0.025271266401297357
DGIDB::BLOCKER::Gene:Compound	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.025248538011695913
DGIDB::MODULATOR::Gene:Compound	Hetionet::AuG::Anatomy:Gene	0.02522531819745442
DGIDB::AGONIST::Gene:Compound	Hetionet::CbG::Compound:Gene	0.02522531819745442
Hetionet::PCiC::Pharmacologic Class:Compound	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.025219496705564826
GNBR::Pa::Compound:Disease	Hetionet::Gr>G::Gene:Gene	0.025214998280013765
GNBR::C::Compound:Disease	GNBR::Q::Gene:Gene	0.02518993562337216
DGIDB::ANTIBODY::Gene:Compound	DRUGBANK::carrier::Compound:Gene	0.02516683866529067
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::N::Compound:Gene	0.025162538699690408
GNBR::J::Compound:Disease	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.025108557593077726
bioarx::VirGenHumGen:Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.02510835913312694
GNBR::K::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.025108359133126933
bioarx::HumGenHumGen:Gene:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.02508943928448573
bioarx::DrugVirGen:Compound:Gene	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	0.025085507887365473
DGIDB::MODULATOR::Gene:Compound	DRUGBANK::enzyme::Compound:Gene	0.025055899552803584
DRUGBANK::treats::Compound:Disease	Hetionet::PCiC::Pharmacologic Class:Compound	0.025049879600963193
DGIDB::PARTIAL AGONIST::Gene:Compound	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.02503955968352254
GNBR::O::Compound:Gene	Hetionet::GpBP::Gene:Biological Process	0.02503525971792226
