relation1	relation2	percentage of overlapping predicted edges
bioarx::VirGenHumGen:Gene:Gene	bioarx::Coronavirus_ass_host_gene::Disease:Gene	0.33179445081921854
Hetionet::DuG::Disease:Gene	STRING::ACTIVATION::Gene:Gene	0.3312449719183464
bioarx::VirGenHumGen:Gene:Gene	Hetionet::GcG::Gene:Gene	0.3310006161708947
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::W::Gene:Gene	0.3309527108598316
Hetionet::DdG::Disease:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.33065267206134075
bioarx::Coronavirus_ass_host_gene::Disease:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.3304933989299314
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::H::Gene:Gene	0.33026051090292574
Hetionet::DuG::Disease:Gene	STRING::INHIBITION::Gene:Gene	0.33024784812710506
Hetionet::DpS::Disease:Symptom	Hetionet::DaG::Disease:Gene	0.3301938653022243
bioarx::Coronavirus_ass_host_gene::Disease:Gene	STRING::INHIBITION::Gene:Gene	0.3296494956711674
Hetionet::DdG::Disease:Gene	STRING::ACTIVATION::Gene:Gene	0.3296173305538629
bioarx::Coronavirus_ass_host_gene::Disease:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.3294086786966043
bioarx::Coronavirus_ass_host_gene::Disease:Gene	STRING::EXPRESSION::Gene:Gene	0.32916145859644297
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	0.32906702688436423
bioarx::Coronavirus_ass_host_gene::Disease:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.3287868942203307
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::E+::Gene:Gene	0.3287740888282684
bioarx::Coronavirus_ass_host_gene::Disease:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.3287080437622232
bioarx::Coronavirus_ass_host_gene::Disease:Gene	STRING::ACTIVATION::Gene:Gene	0.32865982830379115
Hetionet::DuG::Disease:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.3285297133207349
Hetionet::Gr>G::Gene:Gene	Hetionet::DuG::Disease:Gene	0.32776182022312056
GNBR::O::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.3277312702777099
DGIDB::BINDER::Gene:Compound	DGIDB::MODULATOR::Gene:Compound	0.3277203584169528
bioarx::HumGenHumGen:Gene:Gene	bioarx::Coronavirus_ass_host_gene::Disease:Gene	0.32765849303774985
GNBR::A-::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.3274735180540133
Hetionet::DdG::Disease:Gene	STRING::INHIBITION::Gene:Gene	0.3273214891403746
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.326677985756933
bioarx::Coronavirus_ass_host_gene::Disease:Gene	STRING::CATALYSIS::Gene:Gene	0.3264111206990463
bioarx::Coronavirus_ass_host_gene::Disease:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.3262442004160269
GNBR::N::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.3260689173227871
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.3256682644840537
Hetionet::DdG::Disease:Gene	STRING::PTMOD::Gene:Gene	0.3254765530307324
Hetionet::DdG::Disease:Gene	STRING::REACTION::Gene:Gene	0.32530739985848334
DGIDB::INHIBITOR::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.3252823810176752
DRUGBANK::treats::Compound:Disease	GNBR::Mp::Compound:Disease	0.32498192124353087
GNBR::Pa::Compound:Disease	GNBR::J::Compound:Disease	0.3249101019379656
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::I::Gene:Gene	0.32480209247237096
DGIDB::AGONIST::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.3239249630658301
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::Rg::Gene:Gene	0.32295745448222213
Hetionet::DdG::Disease:Gene	Hetionet::Gr>G::Gene:Gene	0.32220941081622184
GNBR::B::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.3215628471975221
bioarx::Coronavirus_ass_host_gene::Disease:Gene	INTACT::ASSOCIATION::Gene:Gene	0.321389247147761
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::MODULATOR::Gene:Compound	0.3211510333491758
bioarx::VirGenHumGen:Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.3210717215361177
Hetionet::DpS::Disease:Symptom	Hetionet::DuG::Disease:Gene	0.3210246805138445
DGIDB::ANTIBODY::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.31938255415035594
Hetionet::DdG::Disease:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.3187663102291582
DGIDB::BLOCKER::Gene:Compound	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	0.31841509625565345
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::V+::Gene:Gene	0.31790307645570776
Hetionet::DpS::Disease:Symptom	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.3176915310351841
Hetionet::DdG::Disease:Gene	Hetionet::DpS::Disease:Symptom	0.31755090368867445
GNBR::W::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.31711060868955576
bioarx::Coronavirus_ass_host_gene::Disease:Gene	STRING::BINDING::Gene:Gene	0.3170488859265947
bioarx::Coronavirus_ass_host_gene::Disease:Gene	Hetionet::GiG::Gene:Gene	0.31641375652211556
bioarx::VirGenHumGen:Gene:Gene	GNBR::H::Gene:Gene	0.3162628573696683
DGIDB::BLOCKER::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.31600702616956483
bioarx::VirGenHumGen:Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.315539484595212
bioarx::Covid2_acc_host_gene::Disease:Gene	bioarx::Coronavirus_ass_host_gene::Disease:Gene	0.3153952085066634
Hetionet::DpS::Disease:Symptom	INTACT::COLOCALIZATION::Gene:Gene	0.31510881533327334
GNBR::E-::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.31503225790377476
bioarx::VirGenHumGen:Gene:Gene	bioarx::Covid2_acc_host_gene::Disease:Gene	0.31494693902588605
DGIDB::BINDER::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.31403292613818923
Hetionet::DaG::Disease:Gene	STRING::OTHER::Gene:Gene	0.31400467093965523
Hetionet::DpS::Disease:Symptom	STRING::OTHER::Gene:Gene	0.3132234784479364
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::B::Gene:Gene	0.3132142238566386
GNBR::Z::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.3130424090873006
bioarx::Coronavirus_ass_host_gene::Disease:Gene	Hetionet::CrC::Compound:Compound	0.3122564509793611
GNBR::W::Gene:Gene	Hetionet::DaG::Disease:Gene	0.3120852418994831
DGIDB::MODULATOR::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.3120121974688537
bioarx::Coronavirus_ass_host_gene::Disease:Gene	STRING::REACTION::Gene:Gene	0.31184798775356026
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::E::Gene:Gene	0.3118236579382089
GNBR::B::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.3110359437604017
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::DuG::Disease:Gene	0.3109651571338876
Hetionet::DpS::Disease:Symptom	INTACT::DIRECT INTERACTION::Gene:Gene	0.31077315958894886
GNBR::E::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.31043271142342327
bioarx::VirGenHumGen:Gene:Gene	STRING::OTHER::Gene:Gene	0.30963309480337314
Hetionet::DpS::Disease:Symptom	Hetionet::GcG::Gene:Gene	0.30878211915363585
bioarx::VirGenHumGen:Gene:Gene	GNBR::Q::Gene:Gene	0.30859661408423
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.3083371238324798
bioarx::VirGenHumGen:Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.30828923742236425
bioarx::VirGenHumGen:Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.3082074246702727
GNBR::E+::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.30804684050040093
bioarx::VirGenHumGen:Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.307529532730771
bioarx::VirGenHumGen:Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.30736070946597244
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::DdG::Disease:Gene	0.3071792775507945
GNBR::Pa::Compound:Disease	GNBR::Mp::Compound:Disease	0.30717092848671773
bioarx::VirGenHumGen:Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.3070135652101595
bioarx::Coronavirus_ass_host_gene::Disease:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.30699932764174226
bioarx::HumGenHumGen:Gene:Gene	bioarx::VirGenHumGen:Gene:Gene	0.3069046012467063
Hetionet::DaG::Disease:Gene	STRING::BINDING::Gene:Gene	0.30641126675182373
Hetionet::DaG::Disease:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.3063231934903759
bioarx::HumGenHumGen:Gene:Gene	Hetionet::DaG::Disease:Gene	0.30565472796896925
Hetionet::DaG::Disease:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.3053867357272927
bioarx::VirGenHumGen:Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.30522877707088214
GNBR::H::Gene:Gene	Hetionet::DaG::Disease:Gene	0.30476513166915625
bioarx::VirGenHumGen:Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.3043995735946198
GNBR::T::Compound:Disease	GNBR::Sa::Compound:Disease	0.3038554290566672
bioarx::HumGenHumGen:Gene:Gene	Hetionet::DpS::Disease:Symptom	0.30382625802130425
GNBR::I::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.30373595616629656
GNBR::B::Gene:Gene	Hetionet::DaG::Disease:Gene	0.3032955348744821
Hetionet::DpS::Disease:Symptom	INTACT::CLEAVAGE REACTION::Gene:Gene	0.3031720549832004
Hetionet::GiG::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.30315291175972264
Hetionet::DaG::Disease:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.30312446841084584
bioarx::VirGenHumGen:Gene:Gene	STRING::BINDING::Gene:Gene	0.30217806960841
bioarx::Coronavirus_ass_host_gene::Disease:Gene	STRING::PTMOD::Gene:Gene	0.3019632079306999
Hetionet::DaG::Disease:Gene	Hetionet::GcG::Gene:Gene	0.3007304975726026
Hetionet::DpS::Disease:Symptom	STRING::CATALYSIS::Gene:Gene	0.3004702719021602
DGIDB::CHANNEL BLOCKER::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.3004679745778817
bioarx::VirGenHumGen:Gene:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.30043108336451974
Hetionet::DpS::Disease:Symptom	INTACT::ASSOCIATION::Gene:Gene	0.30033077431684224
GNBR::Rg::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.30029385131552294
bioarx::VirGenHumGen:Gene:Gene	GNBR::V+::Gene:Gene	0.3002803105047686
GNBR::H::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.30014026651023534
Hetionet::DaG::Disease:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.3001241594662646
bioarx::VirGenHumGen:Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.2999622548074558
Hetionet::DaG::Disease:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.2998878314667786
bioarx::VirGenHumGen:Gene:Gene	GNBR::Rg::Gene:Gene	0.29970539092830095
bioarx::VirGenHumGen:Gene:Gene	GNBR::W::Gene:Gene	0.29966936572199715
GNBR::Q::Gene:Gene	Hetionet::DaG::Disease:Gene	0.2994627826593768
GNBR::E+::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.29935682652400897
GNBR::O::Compound:Gene	STRING::BINDING::Gene:Gene	0.29900700348842757
GNBR::L::Gene:Disease	GNBR::Y::Gene:Disease	0.2986863119680457
GNBR::I::Gene:Gene	Hetionet::DaG::Disease:Gene	0.29861712504901333
GNBR::O::Compound:Gene	STRING::OTHER::Gene:Gene	0.29858745571593875
DRUGBANK::enzyme::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.2984952517382858
DGIDB::AGONIST::Gene:Compound	DGIDB::MODULATOR::Gene:Compound	0.29841407130880804
DGIDB::MODULATOR::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.2984032402066457
GNBR::E::Gene:Gene	Hetionet::DaG::Disease:Gene	0.2982560361894724
GNBR::O::Compound:Gene	GNBR::E::Gene:Gene	0.2982535696157987
Hetionet::DpS::Disease:Symptom	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.29816843029691303
bioarx::Coronavirus_ass_host_gene::Disease:Gene	Hetionet::Gr>G::Gene:Gene	0.29800156843500486
bioarx::VirGenHumGen:Gene:Gene	GNBR::B::Gene:Gene	0.29793401301141215
GNBR::E::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.29742517458461726
bioarx::VirGenHumGen:Gene:Gene	GNBR::E::Gene:Gene	0.297385280697974
bioarx::VirGenHumGen:Gene:Gene	GNBR::E+::Gene:Gene	0.296904932013291
Hetionet::DpS::Disease:Symptom	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.29682510128330536
GNBR::O::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.29671504707882423
Hetionet::DaG::Disease:Gene	STRING::EXPRESSION::Gene:Gene	0.29664589366601724
Hetionet::CrC::Compound:Compound	Hetionet::DaG::Disease:Gene	0.29653734552341343
bioarx::VirGenHumGen:Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.29583047929023143
bioarx::HumGenHumGen:Gene:Gene	GNBR::O::Compound:Gene	0.295828237809662
GNBR::E+::Gene:Gene	Hetionet::DaG::Disease:Gene	0.29582491725680554
GNBR::O::Compound:Gene	GNBR::Q::Gene:Gene	0.29580189933905116
Hetionet::PCiC::Pharmacologic Class:Compound	STRING::REACTION::Gene:Gene	0.2957412178464809
Hetionet::DaG::Disease:Gene	INTACT::ASSOCIATION::Gene:Gene	0.2955796396585868
GNBR::K::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.29550470083751806
Hetionet::DpS::Disease:Symptom	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.29518297234241486
DGIDB::ANTIBODY::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.29503582846462106
bioarx::VirGenHumGen:Gene:Gene	STRING::PTMOD::Gene:Gene	0.2950048669940309
DGIDB::MODULATOR::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.2946760128416473
Hetionet::DaG::Disease:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.29465067096646025
GNBR::Sa::Compound:Disease	GNBR::J::Compound:Disease	0.29424659791532837
GNBR::O::Compound:Gene	GNBR::B::Gene:Gene	0.2941759685103339
GNBR::Rg::Gene:Gene	Hetionet::DaG::Disease:Gene	0.294016582832372
bioarx::Covid2_acc_host_gene::Disease:Gene	DRUGBANK::ddi-interactor-in::Compound:Compound	0.2938531652386141
Hetionet::DpS::Disease:Symptom	STRING::BINDING::Gene:Gene	0.29338633846373763
GNBR::O::Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.29323285933193066
GNBR::O::Compound:Gene	STRING::ACTIVATION::Gene:Gene	0.29300520686743603
Hetionet::DaG::Disease:Gene	STRING::CATALYSIS::Gene:Gene	0.29298262023494204
Hetionet::DaG::Disease:Gene	STRING::PTMOD::Gene:Gene	0.29283263176452
Hetionet::DpS::Disease:Symptom	STRING::EXPRESSION::Gene:Gene	0.29275389471209884
GNBR::Q::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.29267932102297417
Hetionet::DaG::Disease:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.29239525008874834
GNBR::O::Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.2920917292202122
Hetionet::DaG::Disease:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.29175961121781535
GNBR::O::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.29174734278449455
GNBR::V+::Gene:Gene	Hetionet::DaG::Disease:Gene	0.2909336157478569
bioarx::VirGenHumGen:Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.2907531177113219
GNBR::I::Gene:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.2905685147326012
GNBR::O::Compound:Gene	GNBR::Rg::Gene:Gene	0.29050514586892295
GNBR::O::Compound:Gene	GNBR::V+::Gene:Gene	0.29033032069409787
bioarx::VirGenHumGen:Gene:Gene	STRING::REACTION::Gene:Gene	0.29025517224433617
bioarx::VirGenHumGen:Gene:Gene	STRING::INHIBITION::Gene:Gene	0.2902227571190417
DGIDB::MODULATOR::Gene:Compound	DGIDB::CHANNEL BLOCKER::Gene:Compound	0.28965439531228987
Hetionet::DpS::Disease:Symptom	STRING::ACTIVATION::Gene:Gene	0.2895895306963417
Hetionet::DaG::Disease:Gene	STRING::ACTIVATION::Gene:Gene	0.2890599373107111
Hetionet::DpS::Disease:Symptom	STRING::PTMOD::Gene:Gene	0.2889630776859877
GNBR::O::Compound:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.2886079580893822
GNBR::O::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.2880942354858764
Hetionet::DpS::Disease:Symptom	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.2879793641171348
bioarx::VirGenHumGen:Gene:Gene	Hetionet::GiG::Gene:Gene	0.28739790653103336
GNBR::O::Compound:Gene	Hetionet::GcG::Gene:Gene	0.28684564747258245
DGIDB::MODULATOR::Gene:Compound	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	0.2865180373462107
bioarx::VirGenHumGen:Gene:Gene	Hetionet::CrC::Compound:Compound	0.2863566722235451
DGIDB::BLOCKER::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.28552878837708556
GNBR::Sa::Compound:Disease	GNBR::Mp::Compound:Disease	0.28526762710973225
Hetionet::GiG::Gene:Gene	Hetionet::DaG::Disease:Gene	0.2851638420059471
DRUGBANK::ddi-interactor-in::Compound:Compound	Hetionet::DuG::Disease:Gene	0.28511484989039154
GNBR::O::Compound:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.28498646520318344
bioarx::VirGenHumGen:Gene:Gene	GNBR::I::Gene:Gene	0.28490443680846134
bioarx::VirGenHumGen:Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.284773349285733
GNBR::O::Compound:Gene	GNBR::W::Gene:Gene	0.28470685918828337
bioarx::Coronavirus_ass_host_gene::Disease:Gene	DRUGBANK::ddi-interactor-in::Compound:Compound	0.28448603082503987
bioarx::Coronavirus_ass_host_gene::Disease:Gene	Hetionet::DdG::Disease:Gene	0.2844067035475703
Hetionet::DpS::Disease:Symptom	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.2843539733400413
Hetionet::PCiC::Pharmacologic Class:Compound	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.28434295494667
GNBR::Rg::Gene:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.2841833596400158
Hetionet::CrC::Compound:Compound	Hetionet::DpS::Disease:Symptom	0.2835872280454322
GNBR::A+::Compound:Gene	GNBR::E::Gene:Gene	0.28329139127126746
GNBR::Q::Gene:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.28257909015648947
GNBR::E+::Gene:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.282524287717786
GNBR::O::Compound:Gene	STRING::INHIBITION::Gene:Gene	0.28244190192332613
Hetionet::DaG::Disease:Gene	STRING::REACTION::Gene:Gene	0.2823005331441861
bioarx::VirGenHumGen:Gene:Gene	Hetionet::DdG::Disease:Gene	0.28208557696173775
GNBR::O::Compound:Gene	GNBR::H::Gene:Gene	0.2819317747955519
bioarx::HumGenHumGen:Gene:Gene	GNBR::A-::Compound:Gene	0.2817871198289154
Hetionet::DpS::Disease:Symptom	STRING::INHIBITION::Gene:Gene	0.28173016783697885
GNBR::V+::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.2814923990697983
bioarx::DrugVirGen:Compound:Gene	GNBR::V+::Gene:Gene	0.28148420379070527
Hetionet::CrC::Compound:Compound	Hetionet::PCiC::Pharmacologic Class:Compound	0.28098421358483255
DRUGBANK::target::Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.28092614557784845
DRUGBANK::carrier::Compound:Gene	STRING::OTHER::Gene:Gene	0.2808699186949962
GNBR::A-::Compound:Gene	STRING::OTHER::Gene:Gene	0.2807875964764509
DRUGBANK::target::Compound:Gene	STRING::BINDING::Gene:Gene	0.28074126080318046
bioarx::DrugVirGen:Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.28068501158284437
bioarx::DrugVirGen:Compound:Gene	GNBR::E::Gene:Gene	0.28065335593199364
GNBR::O::Compound:Gene	STRING::PTMOD::Gene:Gene	0.2805484848828502
DRUGBANK::target::Compound:Gene	STRING::OTHER::Gene:Gene	0.2804530076047106
GNBR::O::Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.2804032216493517
Hetionet::DaG::Disease:Gene	STRING::INHIBITION::Gene:Gene	0.2801181970764011
Hetionet::PCiC::Pharmacologic Class:Compound	STRING::INHIBITION::Gene:Gene	0.2799268241218704
bioarx::DrugVirGen:Compound:Gene	STRING::OTHER::Gene:Gene	0.27981337461987615
bioarx::DrugVirGen:Compound:Gene	GNBR::W::Gene:Gene	0.2794050900939445
bioarx::Coronavirus_ass_host_gene::Disease:Gene	Hetionet::DuG::Disease:Gene	0.2792963031120924
GNBR::O::Compound:Gene	STRING::REACTION::Gene:Gene	0.2792937222735985
GNBR::Z::Compound:Gene	GNBR::B::Gene:Gene	0.27924958770160013
bioarx::HumGenHumGen:Gene:Gene	DRUGBANK::target::Compound:Gene	0.2790187229351318
DRUGBANK::target::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.27892873122749307
bioarx::DrugVirGen:Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.27874371328705694
GNBR::O::Compound:Gene	GNBR::E+::Gene:Gene	0.2781362196455076
DGIDB::CHANNEL BLOCKER::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.2780172648129304
GNBR::O::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.27790905688738504
GNBR::A-::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.277569066640274
DRUGBANK::carrier::Compound:Gene	STRING::BINDING::Gene:Gene	0.27745449425016
bioarx::VirGenHumGen:Gene:Gene	DRUGBANK::ddi-interactor-in::Compound:Compound	0.27733801887826637
bioarx::DrugVirGen:Compound:Gene	Hetionet::GcG::Gene:Gene	0.2772542670607686
bioarx::DrugVirGen:Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.2772449016411864
DRUGBANK::carrier::Compound:Gene	GNBR::W::Gene:Gene	0.27722438895813534
bioarx::HumGenHumGen:Gene:Gene	GNBR::Z::Compound:Gene	0.27720943830850947
GNBR::A-::Compound:Gene	STRING::BINDING::Gene:Gene	0.2771459276877233
GNBR::A-::Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.2770790131780844
DRUGBANK::target::Compound:Gene	GNBR::Q::Gene:Gene	0.2769604337870593
bioarx::DrugHumGen:Compound:Gene	STRING::OTHER::Gene:Gene	0.2769357912469369
GNBR::O::Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.2769264730797239
DRUGBANK::carrier::Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.27687610205412067
bioarx::DrugHumGen:Compound:Gene	STRING::BINDING::Gene:Gene	0.2768645063227107
Hetionet::DlA::Disease:Anatomy	Hetionet::DrD::Disease:Disease	0.2768339761373815
GNBR::O::Compound:Gene	GNBR::I::Gene:Gene	0.2767365572164335
GNBR::A-::Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.27670837504428825
Hetionet::PCiC::Pharmacologic Class:Compound	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.2766225458408121
GNBR::A-::Compound:Gene	GNBR::Q::Gene:Gene	0.2763711915879098
DRUGBANK::carrier::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.27626207555774124
bioarx::HumGenHumGen:Gene:Gene	bioarx::DrugVirGen:Compound:Gene	0.2762313194201739
DRUGBANK::target::Compound:Gene	GNBR::E::Gene:Gene	0.2761560094532232
DRUGBANK::target::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.2758437279954309
Hetionet::PCiC::Pharmacologic Class:Compound	STRING::OTHER::Gene:Gene	0.27582692419379706
DRUGBANK::target::Compound:Gene	GNBR::V+::Gene:Gene	0.2757354822679901
GNBR::Z::Compound:Gene	GNBR::E::Gene:Gene	0.27556727328399155
bioarx::DrugHumGen:Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.27551329217737885
GNBR::N::Compound:Gene	STRING::OTHER::Gene:Gene	0.2753669094922966
Hetionet::PCiC::Pharmacologic Class:Compound	STRING::PTMOD::Gene:Gene	0.2751638127953916
bioarx::HumGenHumGen:Gene:Gene	DRUGBANK::carrier::Compound:Gene	0.2751315394272052
GNBR::A-::Compound:Gene	GNBR::E::Gene:Gene	0.2750337424873029
GNBR::A+::Compound:Gene	GNBR::Rg::Gene:Gene	0.2750324280123042
GNBR::A+::Compound:Gene	STRING::BINDING::Gene:Gene	0.27502054447100893
Hetionet::DpS::Disease:Symptom	Hetionet::Gr>G::Gene:Gene	0.2749781238713125
GNBR::Z::Compound:Gene	STRING::OTHER::Gene:Gene	0.27483930843837967
GNBR::Z::Compound:Gene	GNBR::Q::Gene:Gene	0.2747725451363222
bioarx::DrugVirGen:Compound:Gene	GNBR::B::Gene:Gene	0.27469268261837926
GNBR::O::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.27459811172659465
GNBR::V+::Gene:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.2745057539639581
Hetionet::CbG::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.27447256733634445
DRUGBANK::target::Compound:Gene	GNBR::Rg::Gene:Gene	0.27440842697034656
Hetionet::CpD::Compound:Disease	INTACT::ASSOCIATION::Gene:Gene	0.27438162542651695
Hetionet::CbG::Compound:Gene	STRING::BINDING::Gene:Gene	0.27432781442843357
GNBR::A+::Compound:Gene	GNBR::Q::Gene:Gene	0.2742972481594773
GNBR::N::Compound:Gene	GNBR::Rg::Gene:Gene	0.2742801041407854
DRUGBANK::carrier::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.27401869372457616
GNBR::O::Compound:Gene	Hetionet::CrC::Compound:Compound	0.2738628176089476
bioarx::VirGenHumGen:Gene:Gene	Hetionet::DuG::Disease:Gene	0.273852731375951
DRUGBANK::carrier::Compound:Gene	STRING::ACTIVATION::Gene:Gene	0.2738453582880829
GNBR::A-::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.2737671985737002
