edge_type1	edge_type2	percentage of overlapping predicted edges
GNBR::U::Gene:Disease	GNBR::Te::Gene:Disease	0.1483816914080071
INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.1483620292676018
DRUGBANK::carrier::Compound:Gene	GNBR::A+::Compound:Gene	0.14824721116516767
GNBR::E+::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.14811814604384246
DRUGBANK::carrier::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.14811722934787933
INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	STRING::BINDING::Gene:Gene	0.14783621864891194
GNBR::N::Compound:Gene	Hetionet::CbG::Compound:Gene	0.14778480893031964
Hetionet::DrD::Disease:Disease	INTACT::ASSOCIATION::Gene:Gene	0.1477361389900088
GNBR::G::Gene:Disease	GNBR::Ud::Gene:Disease	0.14755536087579427
GNBR::L::Gene:Disease	GNBR::Ud::Gene:Disease	0.14580903616507326
DGIDB::OTHER::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.14559949080846898
INTACT::CLEAVAGE REACTION::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.14537244746997055
GNBR::Y::Gene:Disease	GNBR::X::Gene:Disease	0.14506273224539468
GNBR::O::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.14444832858919532
DGIDB::INHIBITOR::Gene:Compound	DGIDB::ANTAGONIST::Gene:Compound	0.14412084131898362
INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.14405845358631716
DRUGBANK::carrier::Compound:Gene	GNBR::N::Compound:Gene	0.1436611135682342
GNBR::A+::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.14335171450496512
INTACT::PROTEIN CLEAVAGE::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.14333269499678153
GNBR::N::Compound:Gene	GNBR::B::Compound:Gene	0.14327681949972954
GNBR::E::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.14311719068685
Hetionet::CrC::Compound:Compound	STRING::CATALYSIS::Gene:Gene	0.1428945950849974
DRUGBANK::ddi-interactor-in::Compound:Compound	Hetionet::GiG::Gene:Gene	0.14282198709443283
DRUGBANK::carrier::Compound:Gene	GNBR::A-::Compound:Gene	0.14257145503275517
Hetionet::GiG::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.14224689225463202
Hetionet::AuG::Anatomy:Gene	Hetionet::AeG::Anatomy:Gene	0.14210263592616518
Hetionet::DrD::Disease:Disease	STRING::BINDING::Gene:Gene	0.14198898882335398
GNBR::A+::Compound:Gene	GNBR::O::Compound:Gene	0.14188862049543147
GNBR::H::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.14168373851810367
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.14128900167599842
INTACT::COLOCALIZATION::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.14120197226234363
GNBR::Te::Gene:Disease	GNBR::D::Gene:Disease	0.14112592945410266
GNBR::D::Gene:Disease	GNBR::X::Gene:Disease	0.1410945255295099
DRUGBANK::enzyme::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.14107543557233945
STRING::CATALYSIS::Gene:Gene	STRING::OTHER::Gene:Gene	0.14100242550706932
Hetionet::DrD::Disease:Disease	Hetionet::GcG::Gene:Gene	0.1408334793861108
GNBR::K::Compound:Gene	GNBR::A-::Compound:Gene	0.14047929023161207
bioarx::DrugHumGen:Compound:Gene	GNBR::E-::Compound:Gene	0.14010069479883705
DRUGBANK::enzyme::Compound:Gene	GNBR::A-::Compound:Gene	0.13951572936867043
GNBR::E::Compound:Gene	GNBR::A-::Compound:Gene	0.13878252380574346
GNBR::A-::Compound:Gene	GNBR::Z::Compound:Gene	0.13816558742255322
GNBR::X::Gene:Disease	GNBR::Ud::Gene:Disease	0.13799354154617297
INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	STRING::REACTION::Gene:Gene	0.1379294046167109
GNBR::Z::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.13747948302127858
GNBR::Te::Gene:Disease	GNBR::G::Gene:Disease	0.1373949579831932
Hetionet::CuG::Compound:Gene	Hetionet::CdG::Compound:Gene	0.1373148085144988
DGIDB::OTHER::Gene:Compound	DGIDB::MODULATOR::Gene:Compound	0.13717206340271346
DRUGBANK::target::Compound:Gene	GNBR::E-::Compound:Gene	0.13697547980055708
DGIDB::BINDER::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.13686989910674113
DRUGBANK::ddi-interactor-in::Compound:Compound	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.13618465469858643
GNBR::G::Gene:Disease	GNBR::D::Gene:Disease	0.13580642783429156
GNBR::Md::Gene:Disease	GNBR::G::Gene:Disease	0.13555788982259565
GNBR::K::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.13551931298835307
GNBR::A-::Compound:Gene	GNBR::B::Compound:Gene	0.13472888480628403
DGIDB::BINDER::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.13467241822504966
DRUGBANK::carrier::Compound:Gene	GNBR::E-::Compound:Gene	0.13445636149196505
GNBR::B::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.13398889380313514
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::AGONIST::Gene:Compound	0.13379522524259355
GNBR::N::Compound:Gene	GNBR::Z::Compound:Gene	0.13317448031844306
DRUGBANK::ddi-interactor-in::Compound:Compound	STRING::INHIBITION::Gene:Gene	0.1327796154653738
GNBR::E::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.1325454567792028
Hetionet::DrD::Disease:Disease	STRING::OTHER::Gene:Gene	0.1323733301442278
INTACT::ASSOCIATION::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.13217637797359144
Hetionet::Gr>G::Gene:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.1320329713286368
INTACT::UBIQUITINATION REACTION::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.13124804332234657
GNBR::L::Gene:Disease	GNBR::J::Gene:Disease	0.13057078971939645
DRUGBANK::ddi-interactor-in::Compound:Compound	STRING::OTHER::Gene:Gene	0.1304946274915314
GNBR::J::Gene:Disease	GNBR::Ud::Gene:Disease	0.13037712115885486
GNBR::A+::Compound:Gene	GNBR::E+::Compound:Gene	0.13016261430348103
DGIDB::BINDER::Gene:Compound	DGIDB::CHANNEL BLOCKER::Gene:Compound	0.12970747948302117
GNBR::E::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.12889466312840914
DRUGBANK::enzyme::Compound:Gene	GNBR::N::Compound:Gene	0.1287294971969893
GNBR::Md::Gene:Disease	GNBR::D::Gene:Disease	0.12864379084967306
Hetionet::DrD::Disease:Disease	STRING::CATALYSIS::Gene:Gene	0.12774135994724214
GNBR::A+::Compound:Gene	GNBR::Z::Compound:Gene	0.1275774749845956
GNBR::L::Gene:Disease	GNBR::D::Gene:Disease	0.1265296820482578
DGIDB::BINDER::Gene:Compound	DGIDB::MODULATOR::Gene:Compound	0.1264849151536457
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.1262670860271478
DGIDB::INHIBITOR::Gene:Compound	DGIDB::AGONIST::Gene:Compound	0.12569531861327513
DGIDB::OTHER::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.12507457368912467
GNBR::K::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.12463831146493672
GNBR::A-::Compound:Gene	GNBR::O::Compound:Gene	0.12392611430537114
DRUGBANK::ddi-interactor-in::Compound:Compound	STRING::BINDING::Gene:Gene	0.12321306574402534
DGIDB::CHANNEL BLOCKER::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.12317804314708329
Hetionet::DrD::Disease:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.12243066187338618
Hetionet::Gr>G::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.12175788178110147
GNBR::L::Gene:Disease	GNBR::Te::Gene:Disease	0.1217425445211822
GNBR::H::Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.12174196718314353
GNBR::L::Gene:Disease	GNBR::Y::Gene:Disease	0.12139616575375081
bioarx::DrugHumGen:Compound:Gene	GNBR::O::Compound:Gene	0.12134871492456617
GNBR::A+::Compound:Gene	Hetionet::CbG::Compound:Gene	0.1212706067582227
GNBR::Y::Gene:Disease	GNBR::Ud::Gene:Disease	0.12115639778178465
GNBR::A+::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.12011499336576723
GNBR::E+::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.1198086657064984
GNBR::A-::Compound:Gene	GNBR::E+::Compound:Gene	0.11955545916072217
GNBR::E-::Compound:Gene	Hetionet::CbG::Compound:Gene	0.11925893164283247
GNBR::I::Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.11920551240984664
DRUGBANK::ddi-interactor-in::Compound:Compound	STRING::REACTION::Gene:Gene	0.11844331794796176
DRUGBANK::target::Compound:Gene	GNBR::B::Compound:Gene	0.11785554572706262
Hetionet::DdG::Disease:Gene	Hetionet::DuG::Disease:Gene	0.11770315683628364
GNBR::U::Gene:Disease	GNBR::D::Gene:Disease	0.11671519484986964
GNBR::E+::Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.11660068775393839
DGIDB::INHIBITOR::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.11640186438948033
GNBR::E::Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.11629165725914939
bioarx::DrugHumGen:Compound:Gene	GNBR::Z::Compound:Gene	0.11622613282829991
GNBR::E+::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.11581650203941213
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.11561219224531909
GNBR::O::Compound:Gene	Hetionet::CbG::Compound:Gene	0.11559777082222894
GNBR::N::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.11545395351122893
DRUGBANK::ddi-interactor-in::Compound:Compound	STRING::PTMOD::Gene:Gene	0.11538366088675672
DGIDB::INHIBITOR::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.1151467658588401
Hetionet::GcG::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.11509028037665793
Hetionet::Gr>G::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.11479182925777338
Hetionet::GiG::Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.11450082511228009
GNBR::W::Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.11435442782191997
GNBR::U::Gene:Disease	GNBR::G::Gene:Disease	0.11423431315846168
DGIDB::OTHER::Gene:Compound	DGIDB::CHANNEL BLOCKER::Gene:Compound	0.11407501597130071
INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.11400317346911759
DGIDB::OTHER::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.11393139712025153
GNBR::Te::Gene:Disease	GNBR::Ud::Gene:Disease	0.11378576531827295
Hetionet::Gr>G::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.11368709292083892
Hetionet::Gr>G::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.11328445977826773
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::MODULATOR::Gene:Compound	0.11296619187486046
Hetionet::Gr>G::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.11268156250354379
DRUGBANK::target::Compound:Gene	GNBR::O::Compound:Gene	0.11260233918128644
Hetionet::Gr>G::Gene:Gene	STRING::PTMOD::Gene:Gene	0.11232106902385527
Hetionet::Gr>G::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.11208973087456048
GNBR::Rg::Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.1114281839591436
DRUGBANK::ddi-interactor-in::Compound:Compound	Hetionet::DrD::Disease:Disease	0.11115045343373504
bioarx::DrugHumGen:Compound:Gene	GNBR::B::Compound:Gene	0.11105607155142751
GNBR::Sa::Compound:Disease	GNBR::Pa::Compound:Disease	0.1109676907200126
GNBR::V+::Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.11084147019131527
GNBR::B::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.11065035325871225
GNBR::Pa::Compound:Disease	GNBR::J::Compound:Disease	0.11055248415155519
GNBR::E-::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.11053442429603408
GNBR::Z::Compound:Gene	Hetionet::CbG::Compound:Gene	0.11053184431667393
DRUGBANK::ddi-interactor-in::Compound:Compound	STRING::ACTIVATION::Gene:Gene	0.11042507715882317
GNBR::Z::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.11041009386210615
DRUGBANK::ddi-interactor-in::Compound:Compound	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.11015059673728389
DGIDB::INHIBITOR::Gene:Compound	DGIDB::MODULATOR::Gene:Compound	0.10960652007091626
DGIDB::AGONIST::Gene:Compound	DGIDB::MODULATOR::Gene:Compound	0.10956902059069233
GNBR::Sa::Compound:Disease	GNBR::Pr::Compound:Disease	0.10951405663479954
Hetionet::Gr>G::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.10950285782329117
GNBR::B::Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.10946177661347928
Hetionet::Gr>G::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.10927340976876572
bioarx::DrugHumGen:Compound:Gene	GNBR::E::Compound:Gene	0.10906936458794035
bioarx::HumGenHumGen:Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.1089211476517977
GNBR::Pa::Compound:Disease	GNBR::Pr::Compound:Disease	0.10891284584009032
DRUGBANK::enzyme::Compound:Gene	GNBR::Z::Compound:Gene	0.10867991056071541
DRUGBANK::carrier::Compound:Gene	GNBR::Z::Compound:Gene	0.1085057005258243
INTACT::PHYSICAL ASSOCIATION::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.1083856700574966
DRUGBANK::target::Compound:Gene	GNBR::Z::Compound:Gene	0.10824585974740769
Hetionet::Gr>G::Gene:Gene	STRING::OTHER::Gene:Gene	0.10822197324519295
bioarx::DrugHumGen:Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.10805629269251547
Hetionet::Gr>G::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.10801680345797982
DRUGBANK::enzyme::Compound:Gene	GNBR::E-::Compound:Gene	0.1080159958720329
GNBR::T::Compound:Disease	GNBR::J::Compound:Disease	0.10792913656690731
DGIDB::AGONIST::Gene:Compound	DGIDB::CHANNEL BLOCKER::Gene:Compound	0.10759791635952619
DGIDB::BINDER::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.10749828001375974
GNBR::Mp::Compound:Disease	GNBR::J::Compound:Disease	0.10745012039903673
GNBR::O::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.10742525620234585
Hetionet::GcG::Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.10723966264213929
GNBR::B::Compound:Gene	Hetionet::CbG::Compound:Gene	0.10674787458843175
DGIDB::BINDER::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.10652120497321726
DRUGBANK::target::Compound:Gene	GNBR::E::Compound:Gene	0.10647058823529405
GNBR::Pa::Compound:Disease	GNBR::Mp::Compound:Disease	0.10637205759496769
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::CHANNEL BLOCKER::Gene:Compound	0.10624477861319956
GNBR::Q::Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.10584033097964973
Hetionet::Gr>G::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.10571667668416883
GNBR::D::Gene:Disease	GNBR::Ud::Gene:Disease	0.10548454469507094
GNBR::Md::Gene:Disease	GNBR::Ud::Gene:Disease	0.10544383205373914
Hetionet::CrC::Compound:Compound	Hetionet::Gr>G::Gene:Gene	0.1047963139371807
DGIDB::MODULATOR::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.10385436630792658
DRUGBANK::enzyme::Compound:Gene	GNBR::A+::Compound:Gene	0.10329549363605078
DRUGBANK::carrier::Compound:Gene	GNBR::O::Compound:Gene	0.10302803577571369
DGIDB::MODULATOR::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.10300194301742277
DGIDB::BLOCKER::Gene:Compound	DGIDB::CHANNEL BLOCKER::Gene:Compound	0.10280529755761941
Hetionet::Gr>G::Gene:Gene	STRING::BINDING::Gene:Gene	0.10256119181815765
GNBR::U::Gene:Disease	GNBR::Md::Gene:Disease	0.10237087817583163
DRUGBANK::enzyme::Compound:Gene	GNBR::O::Compound:Gene	0.10208892328861353
DGIDB::AGONIST::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.10198854980588719
DRUGBANK::target::Compound:Gene	GNBR::E+::Compound:Gene	0.10186348223499918
DRUGBANK::target::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.10172588333579036
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.10097093223254201
Hetionet::Gr>G::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.10068642056258144
DGIDB::INHIBITOR::Gene:Compound	DGIDB::CHANNEL BLOCKER::Gene:Compound	0.1006307435254803
Hetionet::Gr>G::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.10035174663657626
DGIDB::AGONIST::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.0994768312183172
GNBR::Sa::Compound:Disease	GNBR::Mp::Compound:Disease	0.09943326453388361
bioarx::DrugHumGen:Compound:Gene	GNBR::K::Compound:Gene	0.09935348363366928
DRUGBANK::carrier::Compound:Gene	GNBR::E::Compound:Gene	0.0993343653250773
DRUGBANK::target::Compound:Gene	GNBR::K::Compound:Gene	0.09925696594427237
bioarx::DrugHumGen:Compound:Gene	GNBR::E+::Compound:Gene	0.09906297606761993
GNBR::U::Gene:Disease	GNBR::J::Gene:Disease	0.0989748882008943
GNBR::A-::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.09863949088407283
DRUGBANK::carrier::Compound:Gene	GNBR::K::Compound:Gene	0.09831441348469204
GNBR::Mp::Compound:Disease	GNBR::Pr::Compound:Disease	0.09770590692417308
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.09740712074303395
bioarx::HumGenHumGen:Gene:Gene	bioarx::DrugVirGen:Compound:Gene	0.0970156065125104
GNBR::T::Compound:Disease	GNBR::Pa::Compound:Disease	0.09673640171318176
bioarx::DrugVirGen:Compound:Gene	Hetionet::DrD::Disease:Disease	0.09621094591682817
DRUGBANK::carrier::Compound:Gene	GNBR::E+::Compound:Gene	0.09490626074991393
bioarx::DrugVirGen:Compound:Gene	GNBR::E::Gene:Gene	0.09469878504708214
GNBR::U::Gene:Disease	GNBR::Ud::Gene:Disease	0.09460526315789465
bioarx::DrugVirGen:Compound:Gene	GNBR::V+::Gene:Gene	0.09455550125828753
DGIDB::AGONIST::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.09450759251068842
DGIDB::BINDER::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.09450181827116802
GNBR::T::Compound:Disease	GNBR::Mp::Compound:Disease	0.09430856553147565
DGIDB::OTHER::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.09421519484986968
Hetionet::CbG::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.09352376038134545
bioarx::DrugVirGen:Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.09345268336754396
GNBR::E+::Compound:Gene	Hetionet::CbG::Compound:Gene	0.09344034104870012
DRUGBANK::carrier::Compound:Gene	GNBR::B::Compound:Gene	0.09311231510147909
bioarx::DrugVirGen:Compound:Gene	GNBR::Q::Gene:Gene	0.09303242509124851
Hetionet::Gr>G::Gene:Gene	STRING::REACTION::Gene:Gene	0.09286077613476984
DGIDB::MODULATOR::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.09179222566219464
bioarx::DrugVirGen:Compound:Gene	GNBR::I::Gene:Gene	0.09146570234031523
DRUGBANK::ddi-interactor-in::Compound:Compound	STRING::CATALYSIS::Gene:Gene	0.09144302120308302
GNBR::E::Compound:Gene	Hetionet::CbG::Compound:Gene	0.0913557177256867
DGIDB::AGONIST::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.09112216816551175
bioarx::DrugVirGen:Compound:Gene	GNBR::B::Gene:Gene	0.091008554568926
bioarx::DrugVirGen:Compound:Gene	GNBR::E+::Gene:Gene	0.09091994177133485
DGIDB::MODULATOR::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.09065571167738341
bioarx::DrugVirGen:Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.09039604100749603
Hetionet::DrD::Disease:Disease	Hetionet::Gr>G::Gene:Gene	0.0901804095457345
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.0901782170358021
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.09010995626320696
bioarx::DrugVirGen:Compound:Gene	GNBR::W::Gene:Gene	0.08976168740100618
DRUGBANK::enzyme::Compound:Gene	GNBR::E::Compound:Gene	0.08966804265565868
GNBR::C::Compound:Disease	GNBR::Pr::Compound:Disease	0.08954461431241607
GNBR::C::Compound:Disease	GNBR::Mp::Compound:Disease	0.08922620465190116
bioarx::DrugVirGen:Compound:Gene	GNBR::H::Gene:Gene	0.08919790048273009
bioarx::DrugVirGen:Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.08898260923802709
DRUGBANK::enzyme::Compound:Gene	GNBR::B::Compound:Gene	0.08892242862057094
bioarx::DrugVirGen:Compound:Gene	Hetionet::CrC::Compound:Compound	0.08886063197208699
DGIDB::MODULATOR::Gene:Compound	DGIDB::CHANNEL BLOCKER::Gene:Compound	0.0886515307877536
bioarx::DrugVirGen:Compound:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.08837525563531744
bioarx::DrugVirGen:Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.0881745086698646
DGIDB::BLOCKER::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.08816686323652259
DRUGBANK::enzyme::Compound:Gene	GNBR::E+::Compound:Gene	0.08738992088063288
bioarx::DrugVirGen:Compound:Gene	GNBR::Rg::Gene:Gene	0.0872513674835655
bioarx::DrugVirGen:Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.08714030551491841
DGIDB::AGONIST::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.0870932232542139
bioarx::DrugVirGen:Compound:Gene	DRUGBANK::ddi-interactor-in::Compound:Compound	0.08698616828647779
bioarx::DrugVirGen:Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.08698226524077907
GNBR::Pr::Compound:Disease	GNBR::J::Compound:Disease	0.0868407538453977
bioarx::DrugVirGen:Compound:Gene	STRING::BINDING::Gene:Gene	0.0867361224946363
GNBR::K::Compound:Gene	Hetionet::CbG::Compound:Gene	0.08557017543859642
GNBR::T::Compound:Disease	GNBR::C::Compound:Disease	0.08531217750257993
bioarx::DrugVirGen:Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.08528238015854103
bioarx::DrugVirGen:Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.08509851173937852
bioarx::DrugVirGen:Compound:Gene	STRING::REACTION::Gene:Gene	0.08441839893852267
Hetionet::Gr>G::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.08438941433523466
DRUGBANK::treats::Compound:Disease	GNBR::J::Compound:Disease	0.08433178534571713
bioarx::DrugVirGen:Compound:Gene	STRING::PTMOD::Gene:Gene	0.08408885146501234
bioarx::DrugVirGen:Compound:Gene	Hetionet::GiG::Gene:Gene	0.08401214196879819
bioarx::DrugVirGen:Compound:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.0837096228504896
DRUGBANK::enzyme::Compound:Gene	GNBR::K::Compound:Gene	0.08332166199813251
DGIDB::ANTIBODY::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.08278895768833844
bioarx::DrugVirGen:Compound:Gene	Hetionet::GcG::Gene:Gene	0.08255091915308622
DRUGBANK::treats::Compound:Disease	GNBR::Pa::Compound:Disease	0.08243378052975565
GNBR::U::Gene:Disease	GNBR::X::Gene:Disease	0.0821164430684554
GNBR::Sa::Compound:Disease	GNBR::J::Compound:Disease	0.08181392395014679
DGIDB::CHANNEL BLOCKER::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.08137082903336769
GNBR::T::Compound:Disease	GNBR::Pr::Compound:Disease	0.08124907857879984
GNBR::C::Compound:Disease	GNBR::J::Compound:Disease	0.08122843874391857
bioarx::DrugVirGen:Compound:Gene	STRING::ACTIVATION::Gene:Gene	0.0808353273833149
INTACT::DIRECT INTERACTION::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.08014300457024909
DGIDB::INHIBITOR::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.07999680573983975
DRUGBANK::ddi-interactor-in::Compound:Compound	Hetionet::Gr>G::Gene:Gene	0.07961976877611546
GNBR::L::Gene:Disease	GNBR::U::Gene:Disease	0.07953855226301042
bioarx::DrugVirGen:Compound:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.07937442588371373
GNBR::C::Compound:Disease	GNBR::Sa::Compound:Disease	0.07910744999754281
DGIDB::INHIBITOR::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.07892987559396224
DGIDB::MODULATOR::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.07863003095975228
bioarx::DrugVirGen:Compound:Gene	STRING::INHIBITION::Gene:Gene	0.07859386399634066
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.07849108064278337
Hetionet::DaG::Disease:Gene	Hetionet::DuG::Disease:Gene	0.07844685242518051
Hetionet::CuG::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.07796218487394957
bioarx::DrugVirGen:Compound:Gene	STRING::OTHER::Gene:Gene	0.07685832227627883
GNBR::T::Compound:Disease	GNBR::Sa::Compound:Disease	0.07581805191712304
Hetionet::CdG::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.07461443011752605
Hetionet::CuG::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.07432252388134736
bioarx::DrugVirGen:Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.07322246982463691
DGIDB::BLOCKER::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.07263243894048843
DGIDB::BLOCKER::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.07137082903336772
DRUGBANK::treats::Compound:Disease	GNBR::Mp::Compound:Disease	0.07119539043687645
GNBR::in_tax::Gene:Tax	Hetionet::DlA::Disease:Anatomy	0.0710214072133576
