relation_1	relation_2	pair-wise relation embedding cosine similarity
DGIDB::ANTAGONIST::Gene:Compound	Hetionet::CrC::Compound:Compound	0.0876210406422615
DRUGBANK::treats::Compound:Disease	GNBR::X::Gene:Disease	0.08760615438222885
DRUGBANK::ddi-interactor-in::Compound:Compound	GNBR::G::Gene:Disease	0.08755697309970856
Hetionet::GcG::Gene:Gene	Hetionet::DuG::Disease:Gene	0.08751378953456879
GNBR::V+::Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.08747771382331848
GNBR::D::Gene:Disease	Hetionet::DrD::Disease:Disease	0.08745770901441574
GNBR::Te::Gene:Disease	Hetionet::DlA::Disease:Anatomy	0.08744034171104431
bioarx::Covid2_acc_host_gene::Disease:Gene	DGIDB::PARTIAL AGONIST::Gene:Compound	0.08741354197263718
DGIDB::INHIBITOR::Gene:Compound	GNBR::G::Gene:Disease	0.08703355491161346
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::MODULATOR::Gene:Compound	0.08703204244375229
DGIDB::INHIBITOR::Gene:Compound	GNBR::E::Gene:Gene	0.08700787276029587
Hetionet::GiG::Gene:Gene	Hetionet::AdG::Anatomy:Gene	0.08698198944330215
GNBR::Z::Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.0869564563035965
GNBR::V+::Gene:Gene	STRING::OTHER::Gene:Gene	0.08683113008737564
GNBR::E::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.08653129637241364
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.08649171143770218
DGIDB::INHIBITOR::Gene:Compound	GNBR::B::Gene:Gene	0.08636724203824997
GNBR::Te::Gene:Disease	GNBR::W::Gene:Gene	0.08630405366420746
Hetionet::DaG::Disease:Gene	Hetionet::Gr>G::Gene:Gene	0.08613969385623932
GNBR::E::Compound:Gene	STRING::PTMOD::Gene:Gene	0.08609489351511002
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	STRING::REACTION::Gene:Gene	0.08602714538574219
GNBR::V+::Gene:Gene	GNBR::Rg::Gene:Gene	0.085992731153965
GNBR::E-::Compound:Gene	Hetionet::GiG::Gene:Gene	0.0859452337026596
GNBR::U::Gene:Disease	GNBR::Ud::Gene:Disease	0.08583804219961166
bioarx::Coronavirus_ass_host_gene::Disease:Gene	DRUGBANK::x-atc::Compound:Atc	0.08578802645206451
Hetionet::GpPW::Gene:Pathway	STRING::ACTIVATION::Gene:Gene	0.08576266467571259
GNBR::Y::Gene:Disease	Hetionet::CbG::Compound:Gene	0.08574029803276062
GNBR::C::Compound:Disease	STRING::CATALYSIS::Gene:Gene	0.08572546392679214
GNBR::Ud::Gene:Disease	Hetionet::GpPW::Gene:Pathway	0.0857209861278534
GNBR::A-::Compound:Gene	GNBR::L::Gene:Disease	0.08558366447687149
DGIDB::BINDER::Gene:Compound	GNBR::H::Gene:Gene	0.08554684370756149
DGIDB::ANTIBODY::Gene:Compound	Hetionet::DrD::Disease:Disease	0.08545336872339249
DGIDB::CHANNEL BLOCKER::Gene:Compound	Hetionet::GpMF::Gene:Molecular Function	0.08535464853048325
DRUGBANK::target::Compound:Gene	Hetionet::GcG::Gene:Gene	0.08528042584657669
GNBR::H::Gene:Gene	Hetionet::CdG::Compound:Gene	0.0851125568151474
DRUGBANK::ddi-interactor-in::Compound:Compound	DRUGBANK::target::Compound:Gene	0.08510877937078476
DRUGBANK::enzyme::Compound:Gene	GNBR::J::Gene:Disease	0.08506371080875397
GNBR::Pa::Compound:Disease	STRING::OTHER::Gene:Gene	0.08504610508680344
DRUGBANK::treats::Compound:Disease	GNBR::T::Compound:Disease	0.08480728417634964
bioarx::DrugVirGen:Compound:Gene	GNBR::B::Compound:Gene	0.0846882164478302
GNBR::K::Compound:Gene	GNBR::Pr::Compound:Disease	0.08466631919145584
bioarx::HumGenHumGen:Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.08466523885726929
STRING::REACTION::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.08459265530109406
GNBR::L::Gene:Disease	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.08453891426324844
INTACT::PHYSICAL ASSOCIATION::Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.0845370665192604
DGIDB::BINDER::Gene:Compound	Hetionet::Gr>G::Gene:Gene	0.08439234644174576
GNBR::E+::Gene:Gene	Hetionet::GpCC::Gene:Cellular Component	0.08439034968614578
GNBR::V+::Gene:Gene	Hetionet::GpCC::Gene:Cellular Component	0.08436786383390427
GNBR::O::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.08434147387742996
Hetionet::GpCC::Gene:Cellular Component	STRING::ACTIVATION::Gene:Gene	0.08421261608600616
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::T::Compound:Disease	0.0840734988451004
GNBR::E+::Gene:Gene	GNBR::in_tax::Gene:Tax	0.08398085832595825
GNBR::A-::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.08356598764657974
GNBR::J::Compound:Disease	STRING::BINDING::Gene:Gene	0.08356277644634247
DRUGBANK::x-atc::Compound:Atc	GNBR::Te::Gene:Disease	0.0835612416267395
bioarx::VirGenHumGen:Gene:Gene	GNBR::G::Gene:Disease	0.08354812860488892
GNBR::A-::Compound:Gene	Hetionet::CdG::Compound:Gene	0.08354199677705765
GNBR::in_tax::Gene:Tax	INTACT::ASSOCIATION::Compound:Gene	0.08331651985645294
DGIDB::INHIBITOR::Gene:Compound	GNBR::Pr::Compound:Disease	0.08331234753131866
INTACT::ASSOCIATION::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.08317785710096359
bioarx::VirGenHumGen:Gene:Gene	DRUGBANK::x-atc::Compound:Atc	0.08309808373451233
DGIDB::ANTAGONIST::Gene:Compound	STRING::ACTIVATION::Gene:Gene	0.08293556421995163
GNBR::U::Gene:Disease	GNBR::Q::Gene:Gene	0.08283978700637817
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::W::Gene:Gene	0.08278879523277283
GNBR::B::Compound:Gene	GNBR::J::Gene:Disease	0.08277422934770584
DGIDB::BINDER::Gene:Compound	GNBR::O::Compound:Gene	0.08273917436599731
GNBR::Pa::Compound:Disease	STRING::REACTION::Gene:Gene	0.08263374865055084
DGIDB::ANTAGONIST::Gene:Compound	DRUGBANK::ddi-interactor-in::Compound:Compound	0.08257267624139786
DRUGBANK::enzyme::Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.08251882344484329
Hetionet::GiG::Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.08251050114631653
DGIDB::OTHER::Gene:Compound	Hetionet::CcSE::Compound:Side Effect	0.08246678858995438
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::Q::Gene:Gene	0.0824262946844101
Hetionet::CtD::Compound:Disease	Hetionet::DuG::Disease:Gene	0.08234322816133499
GNBR::B::Compound:Gene	GNBR::E+::Gene:Gene	0.08209384977817535
GNBR::I::Gene:Gene	INTACT::ASSOCIATION::Compound:Gene	0.08197644352912903
GNBR::Sa::Compound:Disease	GNBR::Pa::Compound:Disease	0.08193445205688477
GNBR::E::Compound:Gene	GNBR::N::Compound:Gene	0.0819021612405777
GNBR::Y::Gene:Disease	GNBR::Q::Gene:Gene	0.08182663470506668
GNBR::Q::Gene:Gene	Hetionet::GpBP::Gene:Biological Process	0.08175913989543915
INTACT::COLOCALIZATION::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.0817405954003334
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::L::Gene:Disease	0.08167615532875061
Hetionet::DdG::Disease:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.08161189407110214
GNBR::B::Gene:Gene	GNBR::I::Gene:Gene	0.08158387988805771
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::Mp::Compound:Disease	0.08143454045057297
DGIDB::ANTAGONIST::Gene:Compound	Hetionet::CuG::Compound:Gene	0.08139622956514359
GNBR::Te::Gene:Disease	Hetionet::CpD::Compound:Disease	0.08137823641300201
GNBR::Pa::Compound:Disease	STRING::CATALYSIS::Gene:Gene	0.08133736252784729
Hetionet::CuG::Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.08125517517328262
Hetionet::CtD::Compound:Disease	Hetionet::AdG::Anatomy:Gene	0.08111009001731873
GNBR::T::Compound:Disease	GNBR::Ud::Gene:Disease	0.08090422302484512
Hetionet::CcSE::Compound:Side Effect	INTACT::CLEAVAGE REACTION::Gene:Gene	0.08083862066268921
bioarx::VirGenHumGen:Gene:Gene	GNBR::J::Compound:Disease	0.08066460490226746
DGIDB::PARTIAL AGONIST::Gene:Compound	GNBR::I::Gene:Gene	0.08066146820783615
GNBR::N::Compound:Gene	GNBR::V+::Gene:Gene	0.08063925057649612
GNBR::X::Gene:Disease	GNBR::W::Gene:Gene	0.08061864972114563
GNBR::Sa::Compound:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.08061619102954865
GNBR::E::Compound:Gene	GNBR::Md::Gene:Disease	0.08053871244192123
GNBR::Sa::Compound:Disease	Hetionet::DrD::Disease:Disease	0.08035343140363693
DGIDB::MODULATOR::Gene:Compound	Hetionet::GiG::Gene:Gene	0.08029942214488983
INTACT::ASSOCIATION::Compound:Gene	STRING::INHIBITION::Gene:Gene	0.080284483730793
DRUGBANK::x-atc::Compound:Atc	GNBR::E::Compound:Gene	0.08024654537439346
GNBR::E::Compound:Gene	GNBR::B::Compound:Gene	0.08012577891349792
Hetionet::GpCC::Gene:Cellular Component	Hetionet::GpPW::Gene:Pathway	0.0801049992442131
DGIDB::AGONIST::Gene:Compound	GNBR::C::Compound:Disease	0.08009389042854309
bioarx::DrugHumGen:Compound:Gene	Hetionet::DaG::Disease:Gene	0.08004135638475418
GNBR::Te::Gene:Disease	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.07991981506347656
GNBR::B::Gene:Gene	Hetionet::CrC::Compound:Compound	0.07990621030330658
GNBR::N::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.07975053042173386
Hetionet::DpS::Disease:Symptom	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.07974578440189362
Hetionet::GpBP::Gene:Biological Process	Hetionet::GpMF::Gene:Molecular Function	0.07969959825277328
Hetionet::GpBP::Gene:Biological Process	Hetionet::CrC::Compound:Compound	0.07966608554124832
DGIDB::ANTAGONIST::Gene:Compound	INTACT::DIRECT INTERACTION::Compound:Gene	0.07962721586227417
GNBR::C::Compound:Disease	Hetionet::CtD::Compound:Disease	0.07940656691789627
GNBR::Mp::Compound:Disease	Hetionet::CbG::Compound:Gene	0.07935453206300735
GNBR::E+::Gene:Gene	STRING::REACTION::Gene:Gene	0.07915197312831879
DGIDB::BINDER::Gene:Compound	GNBR::V+::Gene:Gene	0.07914814352989197
DGIDB::AGONIST::Gene:Compound	GNBR::K::Compound:Gene	0.07910124212503433
GNBR::E+::Compound:Gene	GNBR::J::Compound:Disease	0.07898013293743134
bioarx::VirGenHumGen:Gene:Gene	DGIDB::INHIBITOR::Gene:Compound	0.07890751212835312
GNBR::Sa::Compound:Disease	STRING::OTHER::Gene:Gene	0.07889235764741898
GNBR::C::Compound:Disease	GNBR::E::Gene:Gene	0.07875622063875198
GNBR::O::Compound:Gene	GNBR::D::Gene:Disease	0.07862105965614319
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::N::Compound:Gene	0.07861372828483582
GNBR::Y::Gene:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.07861199229955673
GNBR::K::Compound:Gene	GNBR::E+::Gene:Gene	0.07857707887887955
DGIDB::ANTIBODY::Gene:Compound	Hetionet::DuG::Disease:Gene	0.0784626379609108
DGIDB::ANTIBODY::Gene:Compound	GNBR::L::Gene:Disease	0.07834463566541672
DGIDB::INHIBITOR::Gene:Compound	INTACT::CLEAVAGE REACTION::Gene:Gene	0.07828904688358307
DRUGBANK::x-atc::Compound:Atc	GNBR::E-::Compound:Gene	0.07825959473848343
GNBR::J::Compound:Disease	GNBR::X::Gene:Disease	0.07825860381126404
DRUGBANK::target::Compound:Gene	STRING::OTHER::Gene:Gene	0.07819298654794693
GNBR::Pa::Compound:Disease	GNBR::W::Gene:Gene	0.07818181067705154
bioarx::HumGenHumGen:Gene:Gene	GNBR::E::Gene:Gene	0.07812953740358353
GNBR::U::Gene:Disease	GNBR::X::Gene:Disease	0.0780651792883873
Hetionet::CpD::Compound:Disease	INTACT::DIRECT INTERACTION::Compound:Gene	0.07799441367387772
DRUGBANK::ddi-interactor-in::Compound:Compound	GNBR::A-::Compound:Gene	0.07794450968503952
DGIDB::PARTIAL AGONIST::Gene:Compound	GNBR::Z::Compound:Gene	0.07781321555376053
Hetionet::AeG::Anatomy:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.07778017967939377
GNBR::J::Compound:Disease	GNBR::E::Gene:Gene	0.0777721181511879
GNBR::A-::Compound:Gene	GNBR::E::Gene:Gene	0.07767779380083084
Hetionet::Gr>G::Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.07763893902301788
GNBR::E+::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.0776069238781929
bioarx::Coronavirus_ass_host_gene::Disease:Gene	Hetionet::GiG::Gene:Gene	0.0775994285941124
Hetionet::DdG::Disease:Gene	Hetionet::DaG::Disease:Gene	0.0775456577539444
GNBR::E+::Compound:Gene	GNBR::X::Gene:Disease	0.07752444595098495
DRUGBANK::x-atc::Compound:Atc	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.07751567661762238
bioarx::DrugVirGen:Compound:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.0774993970990181
DGIDB::ANTAGONIST::Gene:Compound	GNBR::G::Gene:Disease	0.07747039943933487
DGIDB::ANTAGONIST::Gene:Compound	GNBR::Te::Gene:Disease	0.07740077376365662
INTACT::ASSOCIATION::Compound:Gene	STRING::PTMOD::Gene:Gene	0.07737597823143005
GNBR::E::Gene:Gene	Hetionet::CtD::Compound:Disease	0.07734234631061554
GNBR::V+::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.077328622341156
GNBR::T::Compound:Disease	Hetionet::CuG::Compound:Gene	0.07728511095046997
GNBR::A-::Compound:Gene	Hetionet::GpPW::Gene:Pathway	0.07726137340068817
DRUGBANK::x-atc::Compound:Atc	Hetionet::PCiC::Pharmacologic Class:Compound	0.07709677517414093
GNBR::N::Compound:Gene	GNBR::I::Gene:Gene	0.07702478021383286
DGIDB::INHIBITOR::Gene:Compound	Hetionet::CuG::Compound:Gene	0.07699406892061234
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.07692746818065643
Hetionet::GpMF::Gene:Molecular Function	Hetionet::CdG::Compound:Gene	0.07684426754713058
bioarx::Covid2_acc_host_gene::Disease:Gene	INTACT::ASSOCIATION::Gene:Gene	0.07683563977479935
GNBR::E::Compound:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.07673961669206619
bioarx::DrugVirGen:Compound:Gene	GNBR::U::Gene:Disease	0.07671291381120682
GNBR::N::Compound:Gene	Hetionet::DuG::Disease:Gene	0.07670696824789047
GNBR::A+::Compound:Gene	GNBR::K::Compound:Gene	0.07668741047382355
DRUGBANK::enzyme::Compound:Gene	GNBR::L::Gene:Disease	0.07667779177427292
DGIDB::ANTIBODY::Gene:Compound	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.07663166522979736
GNBR::T::Compound:Disease	GNBR::Rg::Gene:Gene	0.0765182226896286
GNBR::E::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.07650161534547806
Hetionet::AdG::Anatomy:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.07646401226520538
GNBR::C::Compound:Disease	STRING::EXPRESSION::Gene:Gene	0.07642502337694168
DRUGBANK::carrier::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.07637378573417664
GNBR::B::Compound:Gene	Hetionet::AuG::Anatomy:Gene	0.07636325806379318
bioarx::VirGenHumGen:Gene:Gene	Hetionet::DaG::Disease:Gene	0.07630278915166855
DRUGBANK::carrier::Compound:Gene	Hetionet::CtD::Compound:Disease	0.07611511647701263
GNBR::J::Compound:Disease	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.07609666883945465
GNBR::E+::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.07598888128995895
DGIDB::AGONIST::Gene:Compound	GNBR::in_tax::Gene:Tax	0.07597959041595459
Hetionet::GpMF::Gene:Molecular Function	INTACT::DIRECT INTERACTION::Compound:Gene	0.07591381669044495
GNBR::X::Gene:Disease	Hetionet::DpS::Disease:Symptom	0.07589132338762283
Hetionet::DlA::Disease:Anatomy	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.07589013129472733
Hetionet::GiG::Gene:Gene	Hetionet::CdG::Compound:Gene	0.0758117213845253
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::DaG::Disease:Gene	0.07565291970968246
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.0755963921546936
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::DlA::Disease:Anatomy	0.07558543980121613
GNBR::H::Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.07558123022317886
DRUGBANK::treats::Compound:Disease	GNBR::Pa::Compound:Disease	0.07555390149354935
GNBR::N::Compound:Gene	STRING::REACTION::Gene:Gene	0.07549578696489334
Hetionet::AdG::Anatomy:Gene	Hetionet::Gr>G::Gene:Gene	0.07546543329954147
bioarx::DrugHumGen:Compound:Gene	STRING::INHIBITION::Gene:Gene	0.07545081526041031
DGIDB::MODULATOR::Gene:Compound	GNBR::Md::Gene:Disease	0.07542537152767181
Hetionet::CrC::Compound:Compound	STRING::PTMOD::Gene:Gene	0.07538014650344849
DRUGBANK::x-atc::Compound:Atc	INTACT::ASSOCIATION::Compound:Gene	0.07537560909986496
GNBR::O::Compound:Gene	GNBR::Sa::Compound:Disease	0.07528652250766754
DGIDB::MODULATOR::Gene:Compound	GNBR::K::Compound:Gene	0.07522063702344894
GNBR::B::Gene:Gene	GNBR::H::Gene:Gene	0.0751679539680481
GNBR::E+::Compound:Gene	STRING::REACTION::Gene:Gene	0.0751253291964531
GNBR::B::Gene:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.0750809982419014
GNBR::Sa::Compound:Disease	INTACT::ASSOCIATION::Compound:Gene	0.0749693289399147
GNBR::J::Compound:Disease	STRING::INHIBITION::Gene:Gene	0.07496300339698792
GNBR::A-::Compound:Gene	Hetionet::CuG::Compound:Gene	0.07478313148021698
INTACT::ASSOCIATION::Compound:Gene	STRING::REACTION::Gene:Gene	0.07468819618225098
bioarx::HumGenHumGen:Gene:Gene	DRUGBANK::target::Compound:Gene	0.074639692902565
DGIDB::MODULATOR::Gene:Compound	STRING::ACTIVATION::Gene:Gene	0.07456551492214203
GNBR::in_tax::Gene:Tax	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.07443199306726456
GNBR::Te::Gene:Disease	GNBR::G::Gene:Disease	0.07440456002950668
bioarx::Coronavirus_ass_host_gene::Disease:Gene	Hetionet::GcG::Gene:Gene	0.07437121868133545
GNBR::D::Gene:Disease	Hetionet::GiG::Gene:Gene	0.0742836520075798
Hetionet::GiG::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.07422477751970291
GNBR::W::Gene:Gene	STRING::PTMOD::Gene:Gene	0.07418441772460938
DRUGBANK::ddi-interactor-in::Compound:Compound	DRUGBANK::enzyme::Compound:Gene	0.0741281509399414
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	STRING::BINDING::Gene:Gene	0.07407490164041519
Hetionet::DlA::Disease:Anatomy	Hetionet::CtD::Compound:Disease	0.07406870275735855
GNBR::A+::Compound:Gene	Hetionet::GpBP::Gene:Biological Process	0.07404211163520813
DGIDB::INHIBITOR::Gene:Compound	GNBR::I::Gene:Gene	0.07399139553308487
DRUGBANK::x-atc::Compound:Atc	GNBR::H::Gene:Gene	0.07394308596849442
GNBR::N::Compound:Gene	Hetionet::AuG::Anatomy:Gene	0.07390336692333221
GNBR::J::Compound:Disease	GNBR::J::Gene:Disease	0.0738658532500267
Hetionet::AuG::Anatomy:Gene	STRING::INHIBITION::Gene:Gene	0.0738067626953125
Hetionet::CpD::Compound:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.07380222529172897
GNBR::L::Gene:Disease	GNBR::Md::Gene:Disease	0.07375291734933853
GNBR::X::Gene:Disease	GNBR::B::Gene:Gene	0.07368869334459305
GNBR::Mp::Compound:Disease	GNBR::Y::Gene:Disease	0.07354780286550522
GNBR::E::Gene:Gene	Hetionet::GpMF::Gene:Molecular Function	0.07340351492166519
GNBR::W::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.07340127229690552
Hetionet::AeG::Anatomy:Gene	STRING::ACTIVATION::Gene:Gene	0.07325330376625061
GNBR::Md::Gene:Disease	GNBR::E+::Gene:Gene	0.07323060184717178
GNBR::G::Gene:Disease	GNBR::V+::Gene:Gene	0.07321745157241821
GNBR::X::Gene:Disease	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.07317271083593369
DGIDB::ACTIVATOR::Gene:Compound	GNBR::J::Compound:Disease	0.07316672801971436
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::GpCC::Gene:Cellular Component	0.07313448190689087
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.0730225145816803
bioarx::VirGenHumGen:Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.07301077991724014
DRUGBANK::x-atc::Compound:Atc	STRING::OTHER::Gene:Gene	0.07297825068235397
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::GpMF::Gene:Molecular Function	0.07296284288167953
DGIDB::BLOCKER::Gene:Compound	GNBR::in_tax::Gene:Tax	0.07295875251293182
DRUGBANK::x-atc::Compound:Atc	GNBR::Y::Gene:Disease	0.07292398065328598
GNBR::Rg::Gene:Gene	GNBR::W::Gene:Gene	0.07291470468044281
GNBR::Ud::Gene:Disease	Hetionet::AuG::Anatomy:Gene	0.07282309234142303
DGIDB::ACTIVATOR::Gene:Compound	Hetionet::CtD::Compound:Disease	0.07279209792613983
DGIDB::ANTAGONIST::Gene:Compound	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.0727679505944252
DGIDB::ACTIVATOR::Gene:Compound	Hetionet::CrC::Compound:Compound	0.07275117933750153
GNBR::E::Compound:Gene	GNBR::Rg::Gene:Gene	0.07268282026052475
INTACT::DIRECT INTERACTION::Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.0726100355386734
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	GNBR::U::Gene:Disease	0.07260925322771072
bioarx::HumGenHumGen:Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.07248988747596741
DGIDB::BLOCKER::Gene:Compound	GNBR::I::Gene:Gene	0.07241514325141907
DRUGBANK::ddi-interactor-in::Compound:Compound	Hetionet::DdG::Disease:Gene	0.07234171032905579
Hetionet::CbG::Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.07229728996753693
GNBR::K::Compound:Gene	Hetionet::CpD::Compound:Disease	0.07222466170787811
GNBR::Rg::Gene:Gene	STRING::REACTION::Gene:Gene	0.07221505045890808
DGIDB::OTHER::Gene:Compound	GNBR::O::Compound:Gene	0.07214301824569702
Hetionet::CcSE::Compound:Side Effect	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.07204361259937286
Hetionet::CuG::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.07197975367307663
DRUGBANK::ddi-interactor-in::Compound:Compound	Hetionet::GiG::Gene:Gene	0.07190508395433426
bioarx::DrugHumGen:Compound:Gene	Hetionet::CuG::Compound:Gene	0.07189930975437164
GNBR::Pr::Compound:Disease	GNBR::B::Gene:Gene	0.0718778744339943
GNBR::B::Gene:Gene	Hetionet::DdG::Disease:Gene	0.07184768468141556
DGIDB::CHANNEL BLOCKER::Gene:Compound	Hetionet::CrC::Compound:Compound	0.07179468125104904
GNBR::V+::Gene:Gene	Hetionet::Gr>G::Gene:Gene	0.07172863930463791
DRUGBANK::x-atc::Compound:Atc	INTACT::COLOCALIZATION::Gene:Gene	0.07168519496917725
DGIDB::OTHER::Gene:Compound	GNBR::W::Gene:Gene	0.07163172960281372
bioarx::VirGenHumGen:Gene:Gene	DRUGBANK::ddi-interactor-in::Compound:Compound	0.07161173969507217
GNBR::Pr::Compound:Disease	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.07159195095300674
GNBR::U::Gene:Disease	Hetionet::GpPW::Gene:Pathway	0.0715644508600235
Hetionet::GpCC::Gene:Cellular Component	STRING::PTMOD::Gene:Gene	0.07134949415922165
DGIDB::INHIBITOR::Gene:Compound	Hetionet::DaG::Disease:Gene	0.07127111405134201
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.07111524790525436
DRUGBANK::enzyme::Compound:Gene	STRING::PTMOD::Gene:Gene	0.0709342509508133
GNBR::Pr::Compound:Disease	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.07088826596736908
DGIDB::ACTIVATOR::Gene:Compound	Hetionet::CdG::Compound:Gene	0.07085855305194855
bioarx::DrugHumGen:Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.07085065543651581
DGIDB::MODULATOR::Gene:Compound	GNBR::A-::Compound:Gene	0.07081596553325653
DGIDB::ACTIVATOR::Gene:Compound	GNBR::E-::Compound:Gene	0.07080509513616562
DGIDB::BLOCKER::Gene:Compound	GNBR::Te::Gene:Disease	0.07070471346378326
GNBR::U::Gene:Disease	Hetionet::CcSE::Compound:Side Effect	0.0706542506814003
DGIDB::INHIBITOR::Gene:Compound	Hetionet::AuG::Anatomy:Gene	0.0706278383731842
GNBR::A+::Compound:Gene	GNBR::X::Gene:Disease	0.07054256647825241
DGIDB::MODULATOR::Gene:Compound	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.07052932679653168
GNBR::Sa::Compound:Disease	STRING::INHIBITION::Gene:Gene	0.07051829248666763
DRUGBANK::treats::Compound:Disease	Hetionet::CrC::Compound:Compound	0.07050888985395432
GNBR::E::Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.07050664722919464
GNBR::D::Gene:Disease	Hetionet::DpS::Disease:Symptom	0.07040423899888992
DGIDB::CHANNEL BLOCKER::Gene:Compound	STRING::PTMOD::Gene:Gene	0.07037968933582306
GNBR::O::Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.07034990936517715
Hetionet::DpS::Disease:Symptom	Hetionet::CdG::Compound:Gene	0.0703473687171936
GNBR::Mp::Compound:Disease	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.0702461376786232
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DRUGBANK::treats::Compound:Disease	0.07022387534379959
Hetionet::AuG::Anatomy:Gene	Hetionet::CcSE::Compound:Side Effect	0.07011090964078903
GNBR::C::Compound:Disease	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.07007603347301483
DRUGBANK::ddi-interactor-in::Compound:Compound	Hetionet::GpBP::Gene:Biological Process	0.06996504962444305
