relation_1	relation_2	pair-wise relation embedding cosine similarity
Hetionet::GpCC::Gene:Cellular Component	Hetionet::GpPW::Gene:Pathway	0.34360504150390625
GNBR::Sa::Compound:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.343017041683197
GNBR::Mp::Compound:Disease	INTACT::DIRECT INTERACTION::Compound:Gene	0.3428896367549896
GNBR::Pa::Compound:Disease	Hetionet::CtD::Compound:Disease	0.3427392244338989
DRUGBANK::target::Compound:Gene	Hetionet::DaG::Disease:Gene	0.3426694869995117
GNBR::C::Compound:Disease	INTACT::DIRECT INTERACTION::Compound:Gene	0.34263134002685547
DGIDB::OTHER::Gene:Compound	Hetionet::GpCC::Gene:Cellular Component	0.3424076735973358
DGIDB::BLOCKER::Gene:Compound	Hetionet::GpMF::Gene:Molecular Function	0.34232401847839355
DRUGBANK::treats::Compound:Disease	INTACT::DIRECT INTERACTION::Compound:Gene	0.341878205537796
DRUGBANK::enzyme::Compound:Gene	GNBR::Mp::Compound:Disease	0.3417007625102997
GNBR::T::Compound:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.3416818380355835
DGIDB::ANTAGONIST::Gene:Compound	GNBR::Te::Gene:Disease	0.34089723229408264
Hetionet::DaG::Disease:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.3408343195915222
bioarx::DrugVirGen:Compound:Gene	GNBR::Z::Compound:Gene	0.3405415415763855
bioarx::Coronavirus_ass_host_gene::Disease:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.3404243588447571
Hetionet::CbG::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.3403322100639343
GNBR::G::Gene:Disease	Hetionet::GpBP::Gene:Biological Process	0.3399427533149719
DGIDB::AGONIST::Gene:Compound	Hetionet::GpCC::Gene:Cellular Component	0.33993250131607056
Hetionet::AdG::Anatomy:Gene	INTACT::ASSOCIATION::Compound:Gene	0.3398677110671997
bioarx::DrugVirGen:Compound:Gene	GNBR::E-::Compound:Gene	0.33910953998565674
DRUGBANK::target::Compound:Gene	GNBR::Sa::Compound:Disease	0.3386484384536743
DRUGBANK::carrier::Compound:Gene	GNBR::C::Compound:Disease	0.3384780287742615
bioarx::DrugVirGen:Compound:Gene	GNBR::E+::Compound:Gene	0.3383233845233917
DRUGBANK::treats::Compound:Disease	INTACT::ASSOCIATION::Compound:Gene	0.3381747603416443
GNBR::Sa::Compound:Disease	INTACT::DIRECT INTERACTION::Compound:Gene	0.33816903829574585
bioarx::DrugVirGen:Compound:Gene	GNBR::A-::Compound:Gene	0.33802109956741333
DGIDB::INHIBITOR::Gene:Compound	GNBR::Md::Gene:Disease	0.33797311782836914
bioarx::DrugHumGen:Compound:Gene	Hetionet::AuG::Anatomy:Gene	0.33778107166290283
DRUGBANK::enzyme::Compound:Gene	GNBR::Sa::Compound:Disease	0.3375665545463562
DRUGBANK::target::Compound:Gene	GNBR::Mp::Compound:Disease	0.33699721097946167
Hetionet::AdG::Anatomy:Gene	Hetionet::DuG::Disease:Gene	0.336810439825058
DRUGBANK::carrier::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.3367846608161926
GNBR::Mp::Compound:Disease	Hetionet::CtD::Compound:Disease	0.33668088912963867
bioarx::DrugVirGen:Compound:Gene	GNBR::O::Compound:Gene	0.3361036777496338
GNBR::E-::Compound:Gene	Hetionet::DaG::Disease:Gene	0.33524101972579956
DGIDB::INHIBITOR::Gene:Compound	GNBR::J::Gene:Disease	0.3348880410194397
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::GpMF::Gene:Molecular Function	0.3348589241504669
Hetionet::CbG::Compound:Gene	Hetionet::AuG::Anatomy:Gene	0.3347005248069763
bioarx::DrugVirGen:Compound:Gene	GNBR::E::Compound:Gene	0.33361655473709106
GNBR::O::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.33308732509613037
Hetionet::CtD::Compound:Disease	Hetionet::CuG::Compound:Gene	0.3330504894256592
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::CuG::Compound:Gene	0.33249369263648987
bioarx::DrugVirGen:Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.33245742321014404
GNBR::N::Compound:Gene	Hetionet::DaG::Disease:Gene	0.3322879672050476
DGIDB::ANTAGONIST::Gene:Compound	GNBR::J::Gene:Disease	0.33199411630630493
GNBR::Te::Gene:Disease	Hetionet::GpPW::Gene:Pathway	0.33174747228622437
DRUGBANK::target::Compound:Gene	Hetionet::AuG::Anatomy:Gene	0.33099567890167236
DRUGBANK::enzyme::Compound:Gene	GNBR::Pr::Compound:Disease	0.33081865310668945
GNBR::J::Compound:Disease	Hetionet::CuG::Compound:Gene	0.3304177522659302
DGIDB::INHIBITOR::Gene:Compound	GNBR::G::Gene:Disease	0.33032023906707764
Hetionet::CbG::Compound:Gene	Hetionet::DaG::Disease:Gene	0.33014100790023804
DGIDB::BINDER::Gene:Compound	GNBR::Y::Gene:Disease	0.32995396852493286
GNBR::Pr::Compound:Disease	Hetionet::CtD::Compound:Disease	0.32934898138046265
GNBR::Te::Gene:Disease	Hetionet::GpBP::Gene:Biological Process	0.3293074369430542
DGIDB::INHIBITOR::Gene:Compound	GNBR::Ud::Gene:Disease	0.3291698098182678
DGIDB::ANTAGONIST::Gene:Compound	GNBR::L::Gene:Disease	0.3289756774902344
Hetionet::DaG::Disease:Gene	Hetionet::AuG::Anatomy:Gene	0.32894760370254517
GNBR::T::Compound:Disease	Hetionet::CcSE::Compound:Side Effect	0.3283114731311798
Hetionet::AuG::Anatomy:Gene	INTACT::ASSOCIATION::Compound:Gene	0.32710349559783936
DGIDB::ANTAGONIST::Gene:Compound	GNBR::Ud::Gene:Disease	0.3270570635795593
DRUGBANK::enzyme::Compound:Gene	GNBR::Pa::Compound:Disease	0.3268885314464569
GNBR::Pa::Compound:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.32688573002815247
DGIDB::INHIBITOR::Gene:Compound	GNBR::L::Gene:Disease	0.32649075984954834
DRUGBANK::enzyme::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.3261098265647888
DGIDB::ACTIVATOR::Gene:Compound	Hetionet::PCiC::Pharmacologic Class:Compound	0.3260144889354706
bioarx::VirGenHumGen:Gene:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.3259003758430481
bioarx::DrugHumGen:Compound:Gene	GNBR::C::Compound:Disease	0.32562512159347534
DGIDB::MODULATOR::Gene:Compound	GNBR::U::Gene:Disease	0.325582355260849
bioarx::Covid2_acc_host_gene::Disease:Gene	DRUGBANK::target::Compound:Gene	0.3252111077308655
GNBR::Sa::Compound:Disease	Hetionet::CpD::Compound:Disease	0.3246980905532837
GNBR::J::Gene:Disease	Hetionet::GpBP::Gene:Biological Process	0.32435768842697144
DGIDB::ANTAGONIST::Gene:Compound	GNBR::Md::Gene:Disease	0.3240857720375061
GNBR::L::Gene:Disease	Hetionet::GpBP::Gene:Biological Process	0.32401174306869507
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.3231964409351349
DRUGBANK::carrier::Compound:Gene	Hetionet::DaG::Disease:Gene	0.3230176568031311
Hetionet::CcSE::Compound:Side Effect	INTACT::ASSOCIATION::Compound:Gene	0.32259905338287354
DRUGBANK::carrier::Compound:Gene	GNBR::Sa::Compound:Disease	0.32231414318084717
Hetionet::DaG::Disease:Gene	Hetionet::AdG::Anatomy:Gene	0.3221781551837921
DGIDB::ANTAGONIST::Gene:Compound	GNBR::G::Gene:Disease	0.3221181035041809
DGIDB::BINDER::Gene:Compound	GNBR::Te::Gene:Disease	0.3219156563282013
bioarx::DrugVirGen:Compound:Gene	GNBR::K::Compound:Gene	0.3218648433685303
DRUGBANK::target::Compound:Gene	GNBR::Pa::Compound:Disease	0.32139524817466736
GNBR::T::Compound:Disease	Hetionet::CdG::Compound:Gene	0.3211703598499298
GNBR::J::Compound:Disease	Hetionet::CtD::Compound:Disease	0.32089298963546753
GNBR::Md::Gene:Disease	Hetionet::GpBP::Gene:Biological Process	0.32073259353637695
GNBR::Pa::Compound:Disease	INTACT::DIRECT INTERACTION::Compound:Gene	0.32065269351005554
DGIDB::ACTIVATOR::Gene:Compound	Hetionet::GpCC::Gene:Cellular Component	0.3203084468841553
Hetionet::CuG::Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.3199605345726013
GNBR::Pa::Compound:Disease	Hetionet::CpD::Compound:Disease	0.31904083490371704
GNBR::J::Compound:Disease	Hetionet::CdG::Compound:Gene	0.3189650774002075
GNBR::Md::Gene:Disease	Hetionet::GpPW::Gene:Pathway	0.31838589906692505
DGIDB::AGONIST::Gene:Compound	GNBR::D::Gene:Disease	0.3180881142616272
Hetionet::GpMF::Gene:Molecular Function	Hetionet::GpCC::Gene:Cellular Component	0.3180662989616394
GNBR::E::Compound:Gene	Hetionet::DaG::Disease:Gene	0.31784653663635254
GNBR::E-::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.3177367150783539
GNBR::Ud::Gene:Disease	Hetionet::GpBP::Gene:Biological Process	0.31716376543045044
GNBR::K::Compound:Gene	Hetionet::DaG::Disease:Gene	0.31669265031814575
DGIDB::BLOCKER::Gene:Compound	Hetionet::GpCC::Gene:Cellular Component	0.31658118963241577
GNBR::Z::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.31579363346099854
bioarx::Covid2_acc_host_gene::Disease:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.31561315059661865
GNBR::U::Gene:Disease	Hetionet::GpMF::Gene:Molecular Function	0.3155689537525177
GNBR::T::Compound:Disease	Hetionet::CbG::Compound:Gene	0.3147875964641571
GNBR::T::Compound:Disease	Hetionet::CuG::Compound:Gene	0.31477659940719604
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::AuG::Anatomy:Gene	0.3143402338027954
DGIDB::ANTAGONIST::Gene:Compound	GNBR::D::Gene:Disease	0.3138941526412964
GNBR::A+::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.31385886669158936
bioarx::DrugHumGen:Compound:Gene	GNBR::Mp::Compound:Disease	0.31358790397644043
bioarx::DrugVirGen:Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.3134405314922333
bioarx::DrugHumGen:Compound:Gene	GNBR::Sa::Compound:Disease	0.31333768367767334
Hetionet::DaG::Disease:Gene	Hetionet::AeG::Anatomy:Gene	0.31329071521759033
GNBR::J::Compound:Disease	INTACT::ASSOCIATION::Compound:Gene	0.31316062808036804
GNBR::B::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.3131595253944397
GNBR::A-::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.31290191411972046
GNBR::Pr::Compound:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.31257519125938416
DRUGBANK::carrier::Compound:Gene	GNBR::Mp::Compound:Disease	0.31245774030685425
Hetionet::CpD::Compound:Disease	Hetionet::CdG::Compound:Gene	0.3124057352542877
DGIDB::AGONIST::Gene:Compound	GNBR::J::Gene:Disease	0.3116965889930725
DGIDB::BLOCKER::Gene:Compound	GNBR::U::Gene:Disease	0.3109623193740845
GNBR::A-::Compound:Gene	Hetionet::DaG::Disease:Gene	0.31084275245666504
DGIDB::AGONIST::Gene:Compound	GNBR::L::Gene:Disease	0.310599684715271
DGIDB::MODULATOR::Gene:Compound	Hetionet::GpCC::Gene:Cellular Component	0.31006309390068054
DRUGBANK::carrier::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.3099067807197571
GNBR::E+::Compound:Gene	Hetionet::DaG::Disease:Gene	0.3097805380821228
DRUGBANK::enzyme::Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.3096047639846802
GNBR::X::Gene:Disease	Hetionet::GpBP::Gene:Biological Process	0.30922731757164
bioarx::DrugHumGen:Compound:Gene	GNBR::Pa::Compound:Disease	0.30871790647506714
DGIDB::AGONIST::Gene:Compound	GNBR::G::Gene:Disease	0.3083651065826416
DGIDB::BINDER::Gene:Compound	GNBR::D::Gene:Disease	0.30753833055496216
DRUGBANK::target::Compound:Gene	GNBR::Pr::Compound:Disease	0.3071581721305847
GNBR::A+::Compound:Gene	Hetionet::DaG::Disease:Gene	0.3070825934410095
GNBR::Mp::Compound:Disease	Hetionet::CpD::Compound:Disease	0.3068079352378845
bioarx::DrugVirGen:Compound:Gene	Hetionet::CtD::Compound:Disease	0.3064638376235962
DGIDB::PARTIAL AGONIST::Gene:Compound	Hetionet::GpPW::Gene:Pathway	0.30620232224464417
DGIDB::AGONIST::Gene:Compound	GNBR::Md::Gene:Disease	0.3060973286628723
GNBR::Sa::Compound:Disease	Hetionet::CcSE::Compound:Side Effect	0.3057701587677002
bioarx::DrugVirGen:Compound:Gene	Hetionet::CdG::Compound:Gene	0.3054627776145935
GNBR::N::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.3051966428756714
GNBR::J::Gene:Disease	Hetionet::GpPW::Gene:Pathway	0.3049136996269226
DRUGBANK::enzyme::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.3044860363006592
DGIDB::MODULATOR::Gene:Compound	GNBR::L::Gene:Disease	0.3044101297855377
GNBR::G::Gene:Disease	Hetionet::GpPW::Gene:Pathway	0.30407893657684326
GNBR::N::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.30387288331985474
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::E-::Compound:Gene	0.3038429319858551
DGIDB::ACTIVATOR::Gene:Compound	GNBR::U::Gene:Disease	0.3037089407444
DGIDB::OTHER::Gene:Compound	Hetionet::PCiC::Pharmacologic Class:Compound	0.3036508560180664
DRUGBANK::x-atc::Compound:Atc	Hetionet::CdG::Compound:Gene	0.30358678102493286
GNBR::Pr::Compound:Disease	INTACT::DIRECT INTERACTION::Compound:Gene	0.30341896414756775
Hetionet::CtD::Compound:Disease	Hetionet::CbG::Compound:Gene	0.3028721213340759
GNBR::Sa::Compound:Disease	Hetionet::CuG::Compound:Gene	0.3026992380619049
DGIDB::MODULATOR::Gene:Compound	GNBR::Y::Gene:Disease	0.3018672466278076
DRUGBANK::carrier::Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.30155235528945923
DRUGBANK::enzyme::Compound:Gene	Hetionet::DaG::Disease:Gene	0.3013880252838135
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::N::Compound:Gene	0.30123597383499146
DRUGBANK::carrier::Compound:Gene	GNBR::Pa::Compound:Disease	0.30063772201538086
GNBR::Mp::Compound:Disease	Hetionet::CbG::Compound:Gene	0.3004816770553589
DGIDB::BINDER::Gene:Compound	GNBR::Ud::Gene:Disease	0.30019325017929077
DRUGBANK::x-atc::Compound:Atc	Hetionet::CuG::Compound:Gene	0.30009034276008606
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::AdG::Anatomy:Gene	0.299865186214447
bioarx::DrugVirGen:Compound:Gene	Hetionet::CuG::Compound:Gene	0.2998623847961426
Hetionet::DaG::Disease:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.2993750274181366
GNBR::Sa::Compound:Disease	Hetionet::CdG::Compound:Gene	0.29909396171569824
bioarx::DrugVirGen:Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.298790842294693
bioarx::DrugVirGen:Compound:Gene	GNBR::T::Compound:Disease	0.29864007234573364
DGIDB::AGONIST::Gene:Compound	GNBR::Ud::Gene:Disease	0.29861560463905334
GNBR::A+::Compound:Gene	Hetionet::CtD::Compound:Disease	0.298564076423645
Hetionet::CuG::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.29834166169166565
DGIDB::PARTIAL AGONIST::Gene:Compound	Hetionet::GpCC::Gene:Cellular Component	0.2983359694480896
GNBR::Mp::Compound:Disease	Hetionet::CuG::Compound:Gene	0.29802611470222473
DGIDB::BINDER::Gene:Compound	GNBR::J::Gene:Disease	0.29753971099853516
GNBR::E-::Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.2975177764892578
DGIDB::BINDER::Gene:Compound	GNBR::G::Gene:Disease	0.29739218950271606
GNBR::E-::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.2971097528934479
bioarx::DrugVirGen:Compound:Gene	GNBR::B::Compound:Gene	0.296028733253479
DGIDB::PARTIAL AGONIST::Gene:Compound	GNBR::U::Gene:Disease	0.2940616011619568
Hetionet::CbG::Compound:Gene	Hetionet::CpD::Compound:Disease	0.2940497398376465
GNBR::O::Compound:Gene	Hetionet::CtD::Compound:Disease	0.2940247058868408
GNBR::N::Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.2936571538448334
DGIDB::MODULATOR::Gene:Compound	GNBR::Md::Gene:Disease	0.29357174038887024
DGIDB::BINDER::Gene:Compound	GNBR::Md::Gene:Disease	0.29340866208076477
GNBR::Y::Gene:Disease	Hetionet::GpMF::Gene:Molecular Function	0.2933640480041504
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	GNBR::Te::Gene:Disease	0.29332074522972107
DGIDB::PARTIAL AGONIST::Gene:Compound	GNBR::Te::Gene:Disease	0.2930399775505066
GNBR::C::Compound:Disease	Hetionet::CtD::Compound:Disease	0.2929834723472595
GNBR::D::Gene:Disease	Hetionet::GpPW::Gene:Pathway	0.29284191131591797
DGIDB::INHIBITOR::Gene:Compound	GNBR::X::Gene:Disease	0.2927319407463074
GNBR::Mp::Compound:Disease	Hetionet::CdG::Compound:Gene	0.29272231459617615
DRUGBANK::carrier::Compound:Gene	GNBR::Pr::Compound:Disease	0.29262542724609375
GNBR::C::Compound:Disease	Hetionet::CpD::Compound:Disease	0.2924748957157135
DRUGBANK::x-atc::Compound:Atc	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.29237496852874756
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::U::Gene:Disease	0.29229336977005005
DGIDB::MODULATOR::Gene:Compound	GNBR::Te::Gene:Disease	0.29205191135406494
bioarx::DrugHumGen:Compound:Gene	bioarx::Coronavirus_ass_host_gene::Disease:Gene	0.291952908039093
bioarx::Covid2_acc_host_gene::Disease:Gene	DRUGBANK::enzyme::Compound:Gene	0.2919085621833801
GNBR::Sa::Compound:Disease	Hetionet::CbG::Compound:Gene	0.2917977571487427
DGIDB::MODULATOR::Gene:Compound	Hetionet::PCiC::Pharmacologic Class:Compound	0.29115498065948486
GNBR::Z::Compound:Gene	Hetionet::DaG::Disease:Gene	0.2908593416213989
GNBR::C::Compound:Disease	Hetionet::CbG::Compound:Gene	0.2904771566390991
Hetionet::CuG::Compound:Gene	Hetionet::AuG::Anatomy:Gene	0.2902710437774658
DRUGBANK::enzyme::Compound:Gene	Hetionet::AuG::Anatomy:Gene	0.28997522592544556
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	GNBR::U::Gene:Disease	0.28974586725234985
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	GNBR::Y::Gene:Disease	0.28951358795166016
GNBR::G::Gene:Disease	Hetionet::GpMF::Gene:Molecular Function	0.2890351116657257
DGIDB::BINDER::Gene:Compound	GNBR::L::Gene:Disease	0.2888699173927307
GNBR::Ud::Gene:Disease	Hetionet::GpPW::Gene:Pathway	0.28882086277008057
DRUGBANK::enzyme::Compound:Gene	Hetionet::CtD::Compound:Disease	0.28881967067718506
GNBR::A-::Compound:Gene	Hetionet::CtD::Compound:Disease	0.28839224576950073
GNBR::J::Compound:Disease	Hetionet::CpD::Compound:Disease	0.2880767285823822
bioarx::DrugVirGen:Compound:Gene	Hetionet::CpD::Compound:Disease	0.2879672646522522
DGIDB::MODULATOR::Gene:Compound	GNBR::D::Gene:Disease	0.2872878313064575
GNBR::Pr::Compound:Disease	Hetionet::CpD::Compound:Disease	0.2868337631225586
DRUGBANK::x-atc::Compound:Atc	INTACT::DIRECT INTERACTION::Compound:Gene	0.2864948511123657
GNBR::O::Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.28628265857696533
GNBR::Pr::Compound:Disease	Hetionet::CbG::Compound:Gene	0.28597643971443176
GNBR::Sa::Compound:Disease	INTACT::ASSOCIATION::Compound:Gene	0.2859745919704437
GNBR::L::Gene:Disease	Hetionet::GpPW::Gene:Pathway	0.285932719707489
DGIDB::ANTAGONIST::Gene:Compound	GNBR::X::Gene:Disease	0.2857277989387512
DRUGBANK::carrier::Compound:Gene	Hetionet::AuG::Anatomy:Gene	0.2855980694293976
bioarx::DrugHumGen:Compound:Gene	Hetionet::DuG::Disease:Gene	0.28552865982055664
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::E+::Compound:Gene	0.2849864363670349
bioarx::VirGenHumGen:Gene:Gene	bioarx::DrugHumGen:Compound:Gene	0.2849218547344208
GNBR::X::Gene:Disease	Hetionet::GpPW::Gene:Pathway	0.2846551239490509
DGIDB::AGONIST::Gene:Compound	GNBR::X::Gene:Disease	0.28437966108322144
GNBR::T::Compound:Disease	INTACT::ASSOCIATION::Compound:Gene	0.2841148376464844
DRUGBANK::carrier::Compound:Gene	Hetionet::CtD::Compound:Disease	0.2838602662086487
DGIDB::MODULATOR::Gene:Compound	GNBR::J::Gene:Disease	0.28379014134407043
GNBR::D::Gene:Disease	Hetionet::GpBP::Gene:Biological Process	0.2834652066230774
bioarx::VirGenHumGen:Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.2832603454589844
Hetionet::DdG::Disease:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.28294306993484497
Hetionet::CtD::Compound:Disease	INTACT::ASSOCIATION::Compound:Gene	0.2827770411968231
bioarx::DrugHumGen:Compound:Gene	Hetionet::DdG::Disease:Gene	0.2822602093219757
bioarx::DrugHumGen:Compound:Gene	GNBR::Pr::Compound:Disease	0.2822536826133728
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::Z::Compound:Gene	0.282211571931839
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::E::Compound:Gene	0.2820454239845276
DGIDB::ACTIVATOR::Gene:Compound	GNBR::Te::Gene:Disease	0.28200775384902954
DGIDB::BLOCKER::Gene:Compound	GNBR::Y::Gene:Disease	0.2814076542854309
GNBR::Z::Compound:Gene	Hetionet::CtD::Compound:Disease	0.28139203786849976
GNBR::Z::Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.281141072511673
GNBR::O::Compound:Gene	Hetionet::DaG::Disease:Gene	0.2810704708099365
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::B::Compound:Gene	0.28075265884399414
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::K::Compound:Gene	0.28062987327575684
bioarx::DrugVirGen:Compound:Gene	GNBR::J::Compound:Disease	0.28046324849128723
Hetionet::CdG::Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.28020521998405457
DRUGBANK::target::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.2799155116081238
DGIDB::PARTIAL AGONIST::Gene:Compound	GNBR::Y::Gene:Disease	0.2795952558517456
DGIDB::PARTIAL AGONIST::Gene:Compound	GNBR::L::Gene:Disease	0.2795655131340027
GNBR::E::Compound:Gene	Hetionet::CtD::Compound:Disease	0.27955251932144165
DGIDB::MODULATOR::Gene:Compound	GNBR::Ud::Gene:Disease	0.27838560938835144
DGIDB::MODULATOR::Gene:Compound	Hetionet::GpMF::Gene:Molecular Function	0.27795130014419556
GNBR::C::Compound:Disease	Hetionet::CdG::Compound:Gene	0.27772796154022217
bioarx::VirGenHumGen:Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.27747631072998047
GNBR::Pr::Compound:Disease	Hetionet::CuG::Compound:Gene	0.2773669362068176
GNBR::O::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.27724358439445496
GNBR::E::Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.27717575430870056
bioarx::VirGenHumGen:Gene:Gene	bioarx::Coronavirus_ass_host_gene::Disease:Gene	0.2764153480529785
DGIDB::PARTIAL AGONIST::Gene:Compound	Hetionet::GpMF::Gene:Molecular Function	0.27636706829071045
GNBR::B::Compound:Gene	Hetionet::CtD::Compound:Disease	0.27599769830703735
GNBR::Pa::Compound:Disease	Hetionet::CbG::Compound:Gene	0.27595120668411255
GNBR::K::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.2750127911567688
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	GNBR::J::Gene:Disease	0.2749772369861603
GNBR::Rg::Gene:Gene	GNBR::E+::Gene:Gene	0.2747763991355896
bioarx::DrugVirGen:Compound:Gene	GNBR::Sa::Compound:Disease	0.2745230793952942
GNBR::C::Compound:Disease	Hetionet::CuG::Compound:Gene	0.2742023468017578
DGIDB::ACTIVATOR::Gene:Compound	GNBR::Y::Gene:Disease	0.2737998366355896
GNBR::K::Compound:Gene	Hetionet::AeG::Anatomy:Gene	0.2727016806602478
DRUGBANK::target::Compound:Gene	Hetionet::DuG::Disease:Gene	0.27188897132873535
Hetionet::DuG::Disease:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.2715620994567871
DGIDB::BINDER::Gene:Compound	Hetionet::PCiC::Pharmacologic Class:Compound	0.27147290110588074
DRUGBANK::target::Compound:Gene	Hetionet::DdG::Disease:Gene	0.2713228464126587
Hetionet::CbG::Compound:Gene	Hetionet::DuG::Disease:Gene	0.2710404396057129
Hetionet::Gr>G::Gene:Gene	Hetionet::CdG::Compound:Gene	0.27089041471481323
GNBR::N::Compound:Gene	Hetionet::AuG::Anatomy:Gene	0.27072954177856445
GNBR::E::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.270618200302124
GNBR::Pr::Compound:Disease	Hetionet::CdG::Compound:Gene	0.2705942988395691
DGIDB::MODULATOR::Gene:Compound	GNBR::G::Gene:Disease	0.27028217911720276
GNBR::E-::Compound:Gene	Hetionet::AuG::Anatomy:Gene	0.2701207995414734
bioarx::DrugVirGen:Compound:Gene	GNBR::Mp::Compound:Disease	0.2698359787464142
bioarx::VirGenHumGen:Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.26981815695762634
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::Y::Gene:Disease	0.2697235345840454
GNBR::Pa::Compound:Disease	Hetionet::CcSE::Compound:Side Effect	0.26969045400619507
Hetionet::DuG::Disease:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.2691877484321594
GNBR::A+::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.2687244713306427
Hetionet::DdG::Disease:Gene	Hetionet::CbG::Compound:Gene	0.2686378061771393
GNBR::Mp::Compound:Disease	Hetionet::CcSE::Compound:Side Effect	0.2681785821914673
GNBR::K::Compound:Gene	Hetionet::CtD::Compound:Disease	0.2680656909942627
bioarx::Covid2_acc_host_gene::Disease:Gene	DRUGBANK::carrier::Compound:Gene	0.2679544687271118
GNBR::Pr::Compound:Disease	INTACT::ASSOCIATION::Compound:Gene	0.26794904470443726
DGIDB::BLOCKER::Gene:Compound	GNBR::Te::Gene:Disease	0.26767027378082275
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	GNBR::L::Gene:Disease	0.2676495313644409
bioarx::Coronavirus_ass_host_gene::Disease:Gene	DRUGBANK::target::Compound:Gene	0.2675153315067291
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::Te::Gene:Disease	0.26733481884002686
Hetionet::CuG::Compound:Gene	Hetionet::CpD::Compound:Disease	0.2665536403656006
GNBR::A+::Compound:Gene	Hetionet::CpD::Compound:Disease	0.2664271593093872
DRUGBANK::target::Compound:Gene	Hetionet::CtD::Compound:Disease	0.26639989018440247
GNBR::E+::Compound:Gene	Hetionet::CtD::Compound:Disease	0.26635777950286865
